,2021-02-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,0.039035338851073575,0.04853244060657458,-0.017000057717127426,-0.014124448192732508,-0.013080336568741524,0.012671079420112141,-0.005211120603194619,0.015221799768024846,0.08096218730165461,-0.01893344199542968,0.03237754464001097,0.01071320448884805,0.006995562661655352,0.0021489528447256045,-0.011723512884645126,-0.01678855768362464,0.028357045570158945,0.039821503522468715,0.01306373060333943,-0.010486249286678517,0.005197273013356707,0.0034419196507884386,-0.01689567546616555,0.007105340394539805
1,0.038387212072656496,,-0.00754851353996111,-0.009932117737995627,-0.011798919307529188,0.00537865409267968,-0.006791345445859909,0.006017774037142765,,-0.013888019960245135,0.0413528350323451,0.014908340735986902,0.00034471469102115293,0.0035707639020010618,-0.013202955783080395,-0.022619890781485408,0.01903595641749467,0.04106864075498029,0.010442538543167235,-0.010809052870951796,-0.0006148103288816653,0.012246928714786165,-0.016607142777084416,0.012461902500802813
2,0.04291013800185617,,-0.010119638976091805,-0.015010087242067316,-0.008376999648976646,0.012380426269271494,-0.01906712597914817,0.01026444817311667,,-0.0058241935698772895,,0.019137277590241197,0.0095407721755576,0.00219831360562206,-0.016751975342827463,,-0.00031408738990768015,0.03485729375166291,0.009726344910513385,0.006457859131058785,0.0012199905909247022,0.02435122321731975,0.0035057378440379594,0.011265225764186315
3,0.04724722288491767,,-0.01734343520646342,-0.007835701623870817,-0.0021000193450160243,0.0031365480573724014,-0.02404527541522805,0.014206004538095396,,-0.0081324872819315,,0.031133628621877296,0.0066176150975461034,0.003705643677755388,,,-0.013585610641622559,0.04032860767650259,0.002579818098426112,0.018353221699400346,0.007332048863768481,,0.019318982968298926,0.013365059507433052
4,0.055850863704566045,,-0.015957478365784095,0.0006734043327671912,0.003353326431634329,-0.0143004178734909,,0.025990219856154795,,-0.015827389488508814,,,0.00481765765338471,0.004585041222244346,,,0.004339420233909097,0.04764489298647434,-0.00011265398778226299,,0.009671084136408048,,0.010026341969369135,-0.002454549148446228
5,,,-0.012366033743458571,0.004565319949724422,0.019926001242607017,-0.013742501545561225,,,,-0.020870106135800537,,,0.01379632021892041,-0.0005786853854701235,,,-0.010351221335539895,0.038915331666677266,-0.0018012711597990005,,0.01779336295312106,,0.004329221274122386,0.01767988830913314
6,,,-0.00789133493131633,-0.011107345160547233,0.014974763109498967,-0.01497931789497553,,,,-0.029861749072574995,,,,0.0012336319413643881,,,0.007007012733350804,0.050184561944462525,0.011138498428570287,,0.012775878295606669,,0.0016273131224746606,-0.005101465274985895
7,,,-0.011887121617602858,-0.013920607423026699,0.0036991098054226512,-0.017466542981511957,,,,-0.035538962530911045,,,,0.0014038739109407672,,,0.01671898770559288,0.046551366261045946,0.007567305986392547,,0.014727915226534272,,-0.0022537823643475896,-0.004977719787687018
8,,,0.0010965474456834379,-0.009648964518695013,-0.024493951143269133,-0.008500284404233005,,,,-0.05303126336910191,,,,0.00400228667009217,,,0.023819682142887322,0.029229384724073215,0.0069992775647502725,,0.017447812007332475,,0.0038152966980913305,-0.0025629805295190877
9,,,0.003110722460997639,-0.0025750708218705842,,0.0025762187392708302,,,,,,,,0.00399448481304554,,,0.025088684222749125,0.02557603053624291,-0.00366692651121292,,0.018397335814403837,,0.00870985895680687,-0.0011429732648797764
10,,,0.0031293752869769875,-0.01726735417893388,,-0.0011868677413866546,,,,,,,,0.006707672173005941,,,0.024213078098146656,0.01043648701908162,0.007374570100017075,,0.020929689990867306,,0.001315376591996431,0.0008260983238574937
11,,,-0.00568972949209301,0.0010856309612583548,,-0.012485291701834988,,,,,,,,-0.022277412846750666,,,0.032103873037720554,0.01998936658118189,0.004110335823506173,,,,0.004927604378823558,-0.005826107853816653
12,,,-0.01298981675464006,-0.028405666488482417,,0.008802314449346316,,,,,,,,,,,0.023807191107746428,0.018759478460529833,0.003216874423381366,,,,0.023068922220219612,-0.00041649501994012184
13,,,-0.004361717628157624,,,-0.005435237141568239,,,,,,,,,,,0.05035783570723651,-0.0016663759033088699,0.006277332709097694,,,,,-0.011648719481754055
14,,,-0.013044699058491815,,,-0.0071065012905187075,,,,,,,,,,,,0.01626307012874606,0.007360415939627218,,,,,-0.007378771777946991
15,,,-0.015283376730409692,,,-0.006949206120748785,,,,,,,,,,,,0.0241257463272726,0.015045686309685835,,,,,-0.011893950290646327
16,,,-0.020879604397263662,,,-0.0030198740949056724,,,,,,,,,,,,0.022828308895233906,0.009376633397395029,,,,,0.0064014052146044165
17,,,-0.022198811276456842,,,-0.009563726971469233,,,,,,,,,,,,,-0.004600387444674614,,,,,0.01161074569999454
18,,,-0.01482586945259401,,,-0.014232776161575256,,,,,,,,,,,,,0.015669038160597393,,,,,0.01942317536432414
19,,,-0.007986357461105209,,,-0.015995701492568237,,,,,,,,,,,,,0.003966290064138289,,,,,0.04404239209009564
20,,,-0.012844208025828419,,,-0.010298319061337713,,,,,,,,,,,,,-0.004775023486967567,,,,,
21,,,-0.02107851019821405,,,-0.010899788129420607,,,,,,,,,,,,,,,,,,
22,,,-0.03095000195086728,,,-0.008509657222315337,,,,,,,,,,,,,,,,,,
