,2015-03-01,2015-04-01,2015-06-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2016-02-01,2016-04-01,2016-06-01,2016-12-01,2017-02-01,2017-03-01,2017-04-01,2017-06-01,2017-08-01,2017-11-01,2018-01-01,2018-03-01,2018-04-01,2018-05-01,2019-05-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-08-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-08-01,2021-09-01,2021-11-01,2021-12-01,2022-07-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-02-01,2023-03-01
0,-0.07507234313512864,0.047853931160334984,-0.005341789771877714,0.07575586590105754,-0.03858501887924026,0.003959526395910462,0.005927844325594567,-0.02170525526489131,-0.011659042110355289,0.04989072249996396,-0.04916453746348881,-0.031147718297477978,0.010404804135576873,0.02205507004554841,-0.004666302830719005,0.019673990829503163,0.003930138567250996,-0.019087763173649464,0.0023926323342620126,0.005654812874281712,-0.03804875754710135,0.0075862169503677634,-0.026556071668984993,-0.0077972331842965925,0.0032559955276449948,-0.024465586017436536,-0.022028855584684592,-0.02402850641465104,0.007159084151588502,0.013955632324074152,0.0021066022229596637,0.01913302242725412,-0.03803853431069237,0.006100648381152984,0.0014066159917236476,-0.0007113500959070596,0.02864462477258556,-0.013087804978298312,-0.013586713004574036,0.00401384407979366,-0.02243618085506638,0.017469570008789237,0.019095631884769038,0.004873659383183904,0.005597087387303912,0.03290155854729604
1,-0.05692332710237333,0.08189269996455617,-0.008318216374013199,0.08178467966770642,-0.00551289055487203,-0.002961254522551471,-0.00458613754166759,-0.03618622568695673,0.02708600759511648,,,-0.023151968135087797,0.004468322828621529,,-0.0010107125637874859,0.007424737320020913,0.0015179746383062742,-0.017847585944751554,0.0035338564526856686,0.011624223637341169,,0.010187904458847097,-0.04195422150591721,0.01013891135230649,0.005623854795125283,-0.006494349956141843,-0.027670489378705865,,0.043466789826859475,0.04777836898233412,-0.0030301222763156055,0.028148852653044232,,-0.0054584677897375755,-0.014074387187887893,-0.02463151072366121,0.05884394471084331,-0.022105536935610015,-0.04902954687917738,0.0036961956528420714,-0.01878636536558398,0.018717077265833826,0.030361473154928653,0.02766514398607617,-0.020064460840998777,0.04957944176002771
2,-0.09778276861356602,0.10456593505333034,-0.03940534609809632,0.048586442109786354,-0.01608059725912181,0.03584271607696454,0.00653631969763957,-0.0421549588274428,0.03177756781135277,,,-0.03040188817270484,-0.008045551328908163,,-0.001302972276196357,0.007651934523464243,0.014086459420376674,-0.02152686632068601,-0.006174596190364534,0.015000186944661209,,0.017971217287036767,,0.008224831652651865,0.0032798662884250263,0.007640169683781783,-0.019174382723130545,,,,-0.025838873696021558,0.018530692096955237,,-0.0002176637112658586,-0.011429539596319316,,,-0.006832439569656845,,-0.014960882243460372,0.005305842283445994,0.013674444922418427,0.010191579669728501,,-0.048473089795535884,
3,,,-0.042771736125757354,0.030353720651469462,-0.004979793101027141,0.03859971593787659,0.005418851397847924,-0.02570200003235179,0.03071738616269193,,,-0.02736069870402824,-0.005709274752466076,,-0.005693951468921377,0.007922309362998536,0.007299336475242946,-0.03738762700444109,-0.0062213830454158625,0.007376676074204003,,0.021740867498175387,,0.01804852300181503,0.02683877907334864,0.03068046535956115,-0.01909047155492627,,,,-0.010440683767648062,0.06402209263952363,,0.005693080564840969,-0.02199367014385034,,,-0.036565877739771935,,-0.03980690855310565,0.014667356678755628,-0.028495891112659155,0.019109572662395102,,,
4,,,-0.03917958646132624,0.017736690649833964,0.00909914584523941,,-0.015158645914181701,-0.01960982687124968,0.0497075353943206,,,-0.02876192284307355,-0.013092475852702457,,0.007411341404774507,0.011119434736617695,-0.0027024340031420735,-0.03157761788113511,-0.0049591213921156285,-0.0011127702073381318,,0.01675583509977563,,0.020242364112966316,0.03502342524805169,,-0.029145361871491193,,,,-0.029955117945109855,,,0.010294277366220461,-0.025886964768282006,,,,,,0.02866721330502786,-0.016028078237737553,0.010648873266869696,,,
5,,,-0.040216790165797045,0.01574632951175392,5.1156517044237404e-05,,-0.04383333253098387,-0.010764022724292888,,,,-0.02079448375621551,-0.002928401896323596,,0.008389080294031626,0.015526457108740788,-0.0036745305948699958,-0.04089567404403249,0.013260939370983715,-0.00978838917618674,,0.013084581865067557,,0.014574934679781215,,,-0.033473980591192776,,,,-0.017720891101195013,,,0.0020630797379490584,-0.040993751862518746,,,,,,0.05188487308416834,-0.04589767331052208,0.0008293155677772113,,,
6,,,0.013109530703049987,0.02846891884186098,-0.009041171590615793,,,-0.018491376789946168,,,,0.00502785184757415,0.006783843281004565,,-0.005271119945294167,0.032288536475763685,0.0019030823497305782,,0.021750490058622285,-0.006610481199521345,,0.024691074150331893,,-0.0024323080869013136,,,,,,,-0.028124793032683337,,,0.03549333847435632,,,,,,,,-0.04387469699956359,0.007106378257785817,,,
7,,,-0.040062019467959065,0.027765578309441707,-0.03061588221561662,,,-0.003602773791577807,,,,0.02350281294655665,-0.004268949543106082,,-0.009957354390369488,,-0.0016780643800609063,,,-0.015278685789009927,,0.014861631340701287,,-0.0002835233290525707,,,,,,,-0.03394777393828985,,,,,,,,,,,-0.012597746936418464,0.000532861713614885,,,
8,,,0.025457785315594617,0.038157769166995426,-0.03256970778998225,,,0.020169502134422146,,,,0.0084251109678799,-0.0012293955576199167,,-0.02261507156525555,,-0.009944989912287205,,,-0.017407150714040975,,0.027741024255520497,,0.0036199129061731394,,,,,,,-0.00798133105589316,,,,,,,,,,,0.0011078362814811449,-0.00040914632319699606,,,
9,,,-0.09063120234366218,0.054906813164386836,-0.025471146076056383,,,0.004708742523820142,,,,-0.0034517574404149265,-0.002513164208687524,,,,-0.017785085419550928,,,-0.010112596011837116,,0.02055286354862962,,0.041325038865004604,,,,,,,-0.01845696410310871,,,,,,,,,,,-0.018341594540566053,-0.01878568256192148,,,
10,,,-0.057414793323550484,0.07222961290320029,-0.055512689261405734,,,-0.011876687768144434,,,,0.016291325324687245,-0.005117181880230692,,,,-0.03488730494564374,,,-0.009615390502821786,,0.03095466855522866,,0.013142549135471526,,,,,,,-0.006435854733992663,,,,,,,,,,,-0.00248191925400576,-0.019990250795518083,,,
11,,,-0.08425770071143535,0.058920479369972245,-0.04974316533314971,,,-0.012953564813072305,,,,0.0033208503338988393,-0.006205460540597674,,,,,,,0.008885362080957915,,,,0.010208717990853433,,,,,,,-0.00365670699187981,,,,,,,,,,,0.0199006274304927,-0.015695541598642837,,,
12,,,-0.0884386126035619,0.04812718100439328,-0.04642071886768839,,,0.01920499380477092,,,,0.008402920340392583,-0.0014014462586833254,,,,,,,0.002888496530286666,,,,-0.0006566594527599445,,,,,,,-0.02443504805526464,,,,,,,,,,,-0.0003262941481159132,-0.017858105818462366,,,
13,,,-0.1732868171844404,0.038658198263121335,-0.032804568903826326,,,0.020545915258758818,,,,0.025072709884657485,-0.004666085755299587,,,,,,,-0.005869559939279068,,,,0.0063346049485910605,,,,,,,-0.004845924354371034,,,,,,,,,,,0.008113783095600624,-0.04002272020981135,,,
14,,,,0.026499041748343277,-0.036745267639346935,,,0.014754321535487502,,,,0.0314800176061929,-0.0001133966069131187,,,,,,,-0.004621907899681865,,,,0.010633395978837834,,,,,,,0.0006332240769604258,,,,,,,,,,,0.0005532170913102874,,,,
15,,,,-0.0034405467305531623,0.0015738736009014431,,,-0.007863356733265103,,,,0.020343022395814758,-0.007975025774907163,,,,,,,-0.0027609401813906143,,,,0.016520926873203612,,,,,,,-0.02515247361589834,,,,,,,,,,,-0.013547933901580045,,,,
16,,,,,0.010785529055774568,,,-0.013911489148074718,,,,,0.008953360951565736,,,,,,,-0.017416555730018102,,,,0.006314197405700606,,,,,,,-0.01139190111632038,,,,,,,,,,,0.024351267339713267,,,,
17,,,,,-0.012890292846528872,,,-0.011318099267675574,,,,,0.012244089407202896,,,,,,,-0.028449768264801945,,,,0.0040098466515685605,,,,,,,-0.016061487043299127,,,,,,,,,,,-0.0009149214845578513,,,,
18,,,,,-0.024525500666994215,,,0.0025662020094190385,,,,,0.0039443011226838465,,,,,,,,,,,0.003285460797279427,,,,,,,-0.049905750865773424,,,,,,,,,,,0.01813572978523803,,,,
19,,,,,-0.028377479078168122,,,-0.010129897337617377,,,,,0.023224397350722903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01782267869182652,,,,
20,,,,,-0.03403747765515108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,-0.00778990620010811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
