,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.11202359768328085,-0.00030718873040758155,0.07621789660901168,-0.03163136720790671,-0.02517670704646835,-0.0924190024778544,0.020050846159954228,0.05367068396786445,-0.06840556907260753,0.017947829664502035,-0.027361452356427396,-0.03511316077004256,-0.043738029820729274,-0.04109718302135934,0.020590738725933644,0.0038618115253625795,-0.02105123010589538,-0.021977635057651934,0.01406496579238281,0.0035123474920832898,-0.017540683811595348,-0.09640688797647834,-0.007218111075123712,0.0716574771212275,-0.021666422978612765,-0.0013425461366316505,-0.004727155949285855,0.11346384276139587,-0.03233292834136159,-0.054205619721711784,0.0052335140628791965,-0.00767954212582489,0.03819021526879063,-0.027376962530496707,-0.019109200655709646,-0.05361976799737089,-0.02844674521778412,-0.07145368379217487,-0.06933522253638102,0.013340753191565802,-0.025454016791154166,-0.014672261069822445,0.04538333943926487,-0.013086795224101277,0.04932996888333463,-0.048075380668391565,-0.023419059158942268,0.04118028632139947,0.007780687296977895,-0.002734902124052918,-0.005836742494232494,-0.01622100470101051,0.05795858477935578,-0.045044689694998974,-0.010473441412298223,0.039645023328936047,0.004944338230553069,-0.009079021918131813,0.009272189186308122,-0.05593570305940576
1,-0.12780388480466187,0.0924666278681674,0.06771157949101925,-0.019949330449368752,-0.0544357061983185,-0.09837663218942039,0.019160032307763197,0.031597176300778296,,-0.005070894012977667,-0.02209766408845759,,,,0.022213175610799052,-0.019206548539439705,-0.02578306410104192,-0.0067346685558382635,-0.010497314824092996,-0.00717725617742726,-0.006895967545157755,,-0.03542508141582501,0.08263822968311518,-0.03473477403958136,0.018983664731361927,0.07529375537004412,,-0.059977612570250693,-0.0831078577171871,-0.004091783680296723,0.002110115428530568,0.05157312279845605,-0.03857587353777503,-0.05679837735001292,-0.06610143782700884,-0.035007211099727154,,-0.045406811288678295,0.026843469253947982,-0.03565662858496915,-0.0300278407943686,0.014298376378064193,-0.011837933279724044,,,0.020992907172944886,0.02538639131187259,0.01985931236324623,-0.02352537858419801,-0.011889125276455359,-0.01877685241382121,,-0.04478074301764412,0.0014970276038470676,0.07971386192119434,0.004882261670698607,-0.006275705235696094,-0.0008388421028133752,-0.0473438776159133
2,-0.1183060347544207,,0.06746539988276812,-0.02154661067635688,-0.06418699011436702,-0.10505247537546403,0.031217137345987078,0.04881020555100757,,0.0004484850364218085,-0.02167296044573952,,,,0.037579328551653246,-0.03762733376251326,-0.016626915705194367,-0.025938978937969814,0.025436903535872357,-0.021118451738840527,0.012241979381924062,,-0.01575684117686027,0.07404476736536747,-0.02392365068354696,0.025759923611312407,,,-0.05670203595431911,-0.08849642262501178,0.00032646693671822824,-0.010176689137734174,,-0.04701939085143403,,,0.06961572774416291,,-0.0470168628502039,0.04730946028317595,-0.05091026236022983,-0.08200517811640973,0.03423111838828352,-0.02032005519410407,,,-0.023916653934406895,0.032601884969070793,0.04564133505998558,-0.006940254890404285,0.005605904414089924,-0.03879346499150538,,-0.04250808165244435,-0.029266160785242024,,0.014623753956938157,-0.021381525606504415,-0.014421341726207126,-0.04201712909809274
3,-0.13196250675674204,,0.07802519594237234,-0.007717372613559537,,,0.021696290008689223,0.03449195182654097,,0.0025728663831948717,-0.03011106423787746,,,,,,-0.028598188394386215,-0.027817992736529185,0.041239820729694454,-0.02883476822860631,0.00012780123012079425,,-0.04266746298105861,0.04026191805364632,-0.0011174960562774228,0.01718966438596703,,,-0.09264609875599783,-0.0721754463275932,0.009176266936233413,-0.003964512673983789,,-0.03218531886802212,,,,,-0.03718447052906848,0.053266021727870094,-0.03461175731720362,,0.04164250196797492,0.0026833332769798934,,,-0.04188718079842513,0.05130706882191438,,0.008894009655807888,-0.003991303329705986,,,-0.04139457329047058,-0.012109598777052755,,0.0028963027562992627,-0.017432305222130795,-0.0031350052529623973,-0.053051907158009004
4,-0.1312116051109411,,0.08295737766812783,0.018249618417045976,,,0.03865146173955969,0.0359468235563245,,-0.0037265373447236128,-0.03487395597848453,,,,,,-0.002205704914762574,-0.013646608544517047,,-0.03374149611118282,-0.0048044062626618755,,-0.022015070333305964,0.04923759190808008,-0.0028340404172855216,0.012815427222506726,,,,-0.10877417590263172,-0.02006235534780787,-0.010352174397703084,,-0.06188518742976812,,,,,-0.0661352737121561,0.06100215339679427,-0.05344639625275277,,0.012914650437850339,-0.0012894348407226364,,,-0.007945332262069726,0.07982622655763971,,0.023370552078038842,-0.00931176469714845,,,-0.05396772002355288,0.048599961928996294,,0.0510967813866966,0.029583399417377088,0.007430392191528634,-0.006750632351849473
5,-0.1303733487939467,,0.11347054515158073,0.013133280084722365,,,0.04395266001765563,0.0702307317267481,,-0.01786241855521531,-0.05399319127023583,,,,,,0.005883580268895239,-0.008184318521987644,,,0.0016362205932228813,,-0.04323890620764326,0.03800865577603307,-0.016168839917046318,0.0402526377640553,,,,-0.11869057222973178,-0.018468103053520313,-0.045830023147151344,,,,,,,-0.038195296249973865,0.022621285350648335,,,-0.007839645021127772,0.002545949107025769,,,0.02457142844498783,,,0.01694526419001008,-0.018128845709142305,,,,0.047191360430349105,,0.04655348845583329,0.019111826407562038,-0.00860201533952032,-0.03467505601573462
6,-0.12054650295823865,,,0.021423202359582616,,,0.05892222564841365,0.09790681663149825,,-0.031073624457395588,,,,,,,-0.0007363356456562276,-0.009493679893111118,,,0.01575597832501552,,-0.03453464305622744,0.08568775915609916,0.001409271488431063,0.06071904167463038,,,,,-0.001337954482798498,,,,,,,,-0.04942354312473429,0.035046268137938985,,,0.015305029124136338,-0.00442472876572042,,,-0.018270147188147234,,,0.007011816715567276,-0.020271627092365407,,,,0.01831355734361373,,0.06324102588171565,0.008238812862110478,-0.03908403087888379,-0.03094475172733524
7,-0.09364383872469584,,,0.05398407462448307,,,0.04539522387826911,,,-0.033594476876373736,,,,,,,-0.015770554621494126,-0.016012155967137565,,,-0.014924598885967089,,-0.05773847664844234,0.021160667896181318,-0.03334772495040217,,,,,,0.013499176663781087,,,,,,,,-0.027622625293117986,0.024623942596497916,,,-0.00546979932359104,0.002453018304444776,,,0.011574305887794623,,,0.0038084160967585268,-0.005842331808958878,,,,0.032234086880982726,,0.05047317306955368,0.01587340360069245,-0.028354520774757308,-0.0070353986003354185
8,-0.08848939432094016,,,0.050893893830360026,,,0.01695549907807603,,,-0.0005532500328792045,,,,,,,-0.0005059662906299334,-0.006946582690247283,,,-0.01484324739261067,,-0.0756486183934213,0.02789717073908804,-0.02913273572088282,,,,,,0.028922496378152696,,,,,,,,-0.03166116818789866,0.05593564035533072,,,-0.01109234638102019,-0.012219106757448972,,,0.02563048136530277,,,-0.007218511884478751,-0.023300017242338877,,,,0.019494522107439183,,0.009521680604200333,0.005807065669974909,-0.01826470319798057,-0.02071873769045751
9,-0.0818546518535268,,,0.08803154501315191,,,0.05791369773473387,,,-0.01774166637663377,,,,,,,0.0048812186051716555,-0.016539362056203766,,,-0.017293432234636863,,,0.029392761607488938,-0.018975087667602475,,,,,,0.002324631549702083,,,,,,,,-0.03682818737033777,0.024068422227897845,,,-0.007700471691230559,-0.009120204086584538,,,0.07424816540046297,,,0.00510906979784842,-0.03389463881740451,,,,-0.006578363676930543,,0.014937445999806731,0.035759399114625445,-0.05294307181589564,-0.010125061347254438
