,2014-12-01,2015-01-01,2015-02-01,2015-04-01,2015-05-01,2015-07-01,2015-08-01,2015-09-01,2015-11-01,2015-12-01,2016-01-01,2016-03-01,2016-04-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-05-01,2022-06-01,2022-08-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,0.15036465403690857,0.03128012493877419,-0.01313673253936809,-0.0546790590985875,0.0075751352209270095,-0.020607714972336044,0.02440415274770502,0.00871909774960633,-0.01024457120230382,0.03201973731820962,0.03170369707839882,-0.054711072706592034,0.005207541158933626,0.024508886596419366,-0.009103162385541985,0.015028693416450079,-0.031002432582362793,0.03195159306011475,0.006462973727361376,0.08009119118653274,0.08375510869598646,-0.0018813798633198209,0.029031048978461982,-0.008055576095097994,-0.0016348738767902882,0.01243176675632407,-0.020846323347999185,-0.051308912488481795,-0.07482516952053819,-0.14116993914404619,0.025877092547103242,0.045423508724987016,-0.023930949729573214,0.0013323691717368469,0.018218313912407247,-0.01973816651567284,-0.019351767888409865,-0.05789358474322004,-0.011238853338670474,0.0038754397910232274,-0.017255112204610512,0.011734724075388003,0.018184792911322134,-0.058876800363407256,-0.01947507037234386,-0.03357175248749811,-0.03143915469487868,0.0006967776875981269,-0.011328243532015225,0.026344717441954657,-0.034316810472746706,0.045670333392121676,0.22431068886994687,-0.06717579713244248,-0.07961431569360089,0.019395002355348412,0.006203191546166886,-0.07038275041430797,-0.032360518059181054,0.2467898027276143,0.002178969835430422,-0.0036022462464329053,0.055088148540059834,-0.02190626996381706,-0.04227474036385104,-0.030256347197399336,0.03537794092201274,0.0006250473678343638,-0.04653871026159795,0.08850311885283402,-0.07135145078709781,-0.037818232012413855,-0.02487787914502726,0.043126395605883605,0.03064135675892099,-0.05498307070702646,0.0819930833757323,0.13840424004939922,-0.010921874676641963,0.0036745108139895066,-0.04033463814517524,0.03753951326655569,0.011673020728581895,-0.018419374929490015,-0.017580472834695993,-0.05998485561639466,-0.06685006694983309
1,,0.02422521962194457,0.01935643076619087,-0.026699655051391602,0.008622988444999091,-0.0935909275897373,-0.004097606043863999,-0.034962101847742844,0.04646817469093323,0.014934223697056215,0.04636959255496853,-0.04890040721239042,0.036620329161323184,0.022345691792880373,0.00849132685441134,0.03467595027120485,-0.02255219337948322,-0.0005449484839615826,0.01585215415297725,0.01566893580555817,,-0.03840834676705274,-0.007431809830697134,0.016877223474239145,-0.010521357612717996,0.022502018177613436,-0.0834682294571345,-0.05770905150502825,,,0.03530139499084628,0.009875909803518823,-0.024642567230007906,0.0035958963616891104,0.012642539358885596,-0.03566683382733982,-0.018972873894265385,,-0.0251817498826985,0.009915751409141693,-0.013786988041739612,-0.012344327159475865,0.08162427633646407,,-0.018087620770124158,-0.04364246813947492,-0.019281151020477116,0.003150849079844642,0.001961562570784281,0.024232238167712694,-0.029788869134038443,0.0807662409354365,,,0.024412041374832993,0.007068386558338524,0.02260800604622437,,-0.0362855691592876,,0.001807186149302531,-0.04928485933570048,,-0.033062277722455846,-0.044700363589417424,-0.001704645248968184,0.02577798065569814,-0.012253507371398575,,,0.016254713241349528,-0.0745037732756364,-0.020809227667534014,0.00044640541298157643,0.048985802726676075,-0.036187038579637676,,,-0.008164056368245465,-0.016367716950755007,,0.03625809896272836,-0.0007218374478378253,0.00788315065898211,-0.0024440164150583144,,-0.0550486945990627
2,,0.040569572692028544,0.11390348701419217,-0.02950583727443945,0.020297792648865,-0.17699669181376887,0.025977453901366188,-0.01604157039991927,0.014922343707569397,0.013856102189700792,0.005773733086491539,-0.06680998492703227,0.03486531426649764,0.027288266846139386,0.013846347538258197,0.008496762928262847,-0.041686745751359666,0.018220522978661724,0.03460843321191209,-0.00801308857037597,,-0.034004931773110036,-0.01074968414177091,-0.01780438456282285,0.002429658279000324,0.01961082633472966,,-0.054498232469351926,,,0.049787696357558975,0.032129996394016924,0.009231842866399553,-0.0027832223349171237,0.013438700440485896,,-0.0008178412254491452,,-0.0070326360531853815,-0.03491140924908298,0.006121042092925855,-0.01287854015969292,,,0.009361444006907416,,-0.028470578730921403,-0.012710780472136696,-0.00022146926794386346,0.047887584842428055,-0.034369525816926316,,,,-0.04318617120724899,0.003452483802103501,0.04142897485106101,,-0.050434240390838436,,-0.00900630673118119,0.001688598194742319,,-0.04505553722840583,-0.060336581771149866,-0.03440867462145203,0.0006387089993267203,-0.005211140218288224,,,0.021484028851173953,-0.09014156430125286,-0.008816581634810028,-0.024987288698744337,,-0.06469947442109714,,,0.013118845440860838,0.0063855148265741235,,0.05271576934818878,0.004121192874858237,0.03645667448750019,0.00010297972429773594,,-0.043554436425134124
3,,0.013916182158680623,,-0.07295162030347191,-0.08542586644927352,,0.045967423445385736,-0.019915417601005903,-0.00484253057841455,-0.016677101736078725,0.024109852366513973,,0.0377802097370199,0.03651105382297404,0.022353430387582307,0.006438939981976866,-0.05056281481266289,0.0003123328542776749,0.043785445082618946,0.038213813105612005,,-0.0347960680091689,0.024745734153685195,0.009161255788228129,0.0063614000335817655,0.0015645422945986809,,-0.06464181919756307,,,0.022742787434553158,0.037456692711571815,0.01568586717947973,0.002298362301133672,0.01997711905345012,,-0.015541268600813174,,-0.004811513724640282,0.0070876605658989345,-0.016372876291540717,-0.0063914409240739545,,,0.02014371664943493,,-0.0525608587737465,-0.025409528531618486,0.0064338596761994715,,-0.04233032255574809,,,,-0.03817654899436018,-0.0063605360381382425,,,,,0.0578489373705624,0.033307743820979674,,-0.009387570446325988,-0.053866029549862304,-0.05110464981845375,0.019342906704146845,-0.0032129930531144546,,,0.039848523042381956,-0.12661169265109118,0.027891302602756518,-0.007726329721057024,,,,,-0.007517888879775558,-0.015809643122978834,,0.05575499740071521,0.015644238842900005,0.020523492951766212,-0.06125936680909483,,-0.036106808719940986
4,,-0.001771786014117982,,-0.0937440734070849,-0.16057740044995872,,0.04904792482587417,-0.05712941708977537,-0.035407165761049963,-0.008530114408333844,0.05029569184173077,,0.013025389540669785,0.03976591598570378,0.024969938488026422,0.0048109485281613296,,0.006057362012016232,0.04806308409023874,0.06803239950866935,,-0.034870412628109526,0.023232302967246543,-0.015777298397521733,-0.008687529456193332,0.05624040691266874,,,,,-0.00021312703692855095,0.03785685049391585,0.011563275972830134,-0.013151939444908667,0.023967002626614775,,-0.013264169675933024,,-0.10289337967239254,0.018245348035339726,-0.016007097628786937,0.035162848649437306,,,-0.017880297747677965,,,0.03891596421661414,0.006903492659870558,,,,,,-0.04485101467243613,0.011927288400121805,,,,,0.0008619095253248332,-0.0011132640561113405,,0.024643987055518846,-0.03182692229406525,-0.04891519840083269,0.013756835890895935,0.017034095533032756,,,-0.0020670183183724156,,0.014568340667560964,-0.0023305213788997747,,,,,0.006262994857824999,-0.010754177013017063,,0.049422744077206815,0.006696883636568951,0.02250918340526538,,,-0.04422345393462179
5,,0.001007753032561176,,-0.0843142865985036,,,0.06658271361276591,-0.06670176135674577,-0.014233840765059735,-0.010426574228384666,0.06759661061335853,,0.04745728400969185,0.02663911759586135,0.021303007609332347,-0.007570238035734089,,0.008400203849191823,,0.0645300091620662,,-0.08135942644801808,0.00953523329188588,-0.01756981106644462,-0.008016646299954133,0.045087474472097266,,,,,-0.049965998025566005,0.03504483953253512,0.05185146933743745,0.0003102667880265919,0.03478594143790836,,-0.0253978753205113,,,0.01993614528975418,0.033285503583229126,,,,-0.045398118436910107,,,,0.01834131631862368,,,,,,-0.03161538661508323,0.0068328331711513535,,,,,-0.006825172149525827,-0.02700341237237769,,0.03604431250852924,-0.07891453400684867,-0.05568088719939812,0.0005503128226624909,-9.483439457375065e-05,,,0.0052323174135380235,,0.03356363090047054,-0.017103201094129883,,,,,0.013185190091767662,0.0010651795443559209,,0.051167749019956243,0.0029852192487836993,0.013548859495458768,,,-0.04854510490251274
6,,-0.001726893106915206,,-0.10755653821247035,,,0.059786788725916695,,-0.011514915333685316,-0.04006156920887305,,,0.026154294932528632,0.028277327275222586,0.06193868734746344,0.008567242625784122,,0.02766026247762199,,0.06037001575097101,,-0.06584892355463745,0.02660464070906965,0.03839753112353028,0.0013348239801959094,0.05223483601593326,,,,,0.054196046999710035,0.02503720366314699,,-0.015885131864596058,0.034587417897751216,,-0.027454912043986424,,,0.014618661957638723,,,,,,,,,0.01050045846736003,,,,,,-0.030198644315255763,-0.0134940106682504,,,,,-0.018456488953297878,-0.018303892672350663,,0.07972250113742652,,-0.03748937615825776,-0.0021563288746975218,0.015398991495845615,,,0.03544566211601108,,0.04064813313678961,-0.03314682027245741,,,,,0.0032501194371112874,-0.02421954098148449,,0.07207241194999048,0.02351304492515316,0.020289511025306364,,,-0.037830531410445456
7,,-0.024909340319863915,,-0.12922710822122907,,,0.0022736039486870308,,-0.06306700685382571,-0.05325347873892694,,,0.04279993573204477,0.011093178755020361,,0.013313147048378937,,0.05252308027417485,,0.09009007271244229,,-0.08977508278701662,0.026691291505675174,0.029731218333191034,-0.010645173559914789,0.05483159153255057,,,,,0.03784816290917625,0.020954876177769588,,-0.016688325706623264,0.030126298991649314,,-0.016887902066318405,,,0.00508939806911779,,,,,,,,,0.020834026229080482,,,,,,-0.004980640315560558,-0.020965742006676003,,,,,-0.002783041112842888,0.03282735762447775,,,,-0.05166452259116472,-0.006595478892405637,0.007562976009334255,,,0.02119494176284764,,0.06092626190909378,-0.01863238919061727,,,,,-0.004053499660609194,-0.002852247964804988,,0.09939690606184204,0.024705672210334817,-0.006936364318533325,,,-0.0408781556309159
8,,-0.025458110420585545,,-0.14064124516280252,,,0.03416559540103603,,,-0.03622322136162559,,,0.03718948074527528,0.0402430756637191,,0.012589827983229274,,,,0.07212661599426262,,-0.09125053391309457,0.0032420895703237917,0.038199951193204296,-0.0086328493458937,0.011611867069969861,,,,,0.017488829012992646,0.028768545948819835,,-0.033545280490001606,0.03954730894670133,,-0.003963420458258815,,,0.0160111183830709,,,,,,,,,0.023558774835688467,,,,,,-0.01611248307716795,-0.025735132856164356,,,,,0.012002419790216656,0.04170317878378427,,,,-0.052035287468528146,0.0011437935900895368,0.026315580613649414,,,-0.004283091381648063,,0.023637993435136284,-0.040250602829879245,,,,,0.07111640206080239,-0.043220302326182125,,,0.008979618585948645,-0.027568219689969517,,,-0.04559179074768016
9,,-0.024404531532192575,,,,,0.0535373148246332,,,-0.0007700912263217674,,,0.03677587680462713,0.031575613451154005,,0.021273546308487656,,,,0.09378066875680968,,-0.10342555154974187,0.01324450023527346,0.03535300482805992,-0.011532133339260953,0.015347314186057393,,,,,0.04745937896176411,0.022768391686824874,,-0.029391867214518363,,,-0.023401431002705086,,,0.01863885383694286,,,,,,,,,0.016897300052193476,,,,,,-0.03785476088361284,-0.017482147234906265,,,,,0.0647251881390094,0.0743710209284627,,,,-0.044232181988178354,-0.005605064880249255,0.05596371698788832,,,-0.013290720798178945,,0.037028245284965955,-0.022773777564097486,,,,,,-0.04673526496418523,,,0.005450773387276064,-0.0004403479085778733,,,-0.03639899457729401
