,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2014-04-01,2014-05-01,2014-08-01
0,0.02505273927261431,0.0037161674368766384,0.07117160957647461,0.03969119395280751,-0.002787595037462509,-0.022691353827875904,0.24445409926603556,0.08177829321125651,-0.0048554203865178724,0.16427487601228785,-0.03953384006975347,0.0011466348290731787,-0.04699512425071184,-0.07331540636077727,-0.021182417760702843,0.05479005575012019,0.0761206952663076,0.041888102067426214,0.041891027328011976,-0.015846572338811926,0.012779486556421249,-0.06781418499989328,0.001440291906522173,0.0983554008863865,-0.00365945597763484,0.018648581973625733,0.029129830060811157,-0.07148132691431397,0.019484549343678603,-0.027979598455039945
1,-0.027728887030443516,0.03127372233950476,0.05075711546983597,0.06515351737957342,-0.050664908837199985,-0.01411582850272941,,0.09999701876276323,-0.03567571930187485,,,0.004200556974929492,-0.02541656667258496,-0.009333532767912489,0.001297299535316765,0.06152328073535318,0.07506089709658781,0.043469793239856,,0.007567585346092809,0.044490193811705714,,-0.08156043959864345,0.08080088407552521,-0.0033580176840766196,0.004902805451181491,0.02450073381353035,-0.10277617674860562,0.027590710167569643,-0.032549573927744824
2,-0.016702444021588825,-0.04598906671112557,0.0488898294301342,0.060106527479403926,,-0.045078894555097726,,0.14123927848291729,-0.10766001436405293,,,0.003527439848423297,0.03797854436311732,-0.04012373026579352,0.001551789281949545,0.02132047106055235,0.061123321438757205,0.04284762661077379,,-0.015947494008590635,,,,0.06072213465194887,-0.003336489853973612,0.04031518684759727,0.014825244899421275,,0.030012592221010048,
3,-0.024655374338330205,-0.08280976423688191,0.016143863165345107,0.046528862876130894,,-0.016677273819794003,,0.14154350798145288,,,,0.01432537363192421,0.022585076236238066,-0.016618021107074332,0.003259326574889365,0.014515098393764969,0.06503487308656752,0.031228492176394673,,-0.0014760674782490213,,,,0.06441566824911948,-0.003831747236433314,,0.01209964177467282,,0.04730767137488434,
4,-0.04837825081147118,,-0.009638218211970195,0.1087725161275972,,-0.022647840315210832,,0.13829602988291767,,,,0.02021646522928955,0.02853090533642222,-0.027082503032681338,0.0331603438159539,0.05491262136871966,0.0801700056334258,0.03909409167563371,,-0.007116874171437582,,,,0.05853331263513595,-0.054194296140700926,,0.01572077524417681,,,
5,-0.03179906719577552,,-0.021910148874192514,,,-0.1268797302277891,,0.16415956431005352,,,,-0.0007310928519785875,0.0178677105224343,-0.011003267517141646,0.03832213545132257,0.04561529285530752,0.047845331505135924,0.030481959172051543,,-0.027628831823018007,,,,0.05811998511312022,,,-0.024985726129607144,,,
6,-0.04484308149856053,,-0.02069238282107355,,,-0.09136347953124524,,,,,,0.02553912955079385,-0.03034615911924976,-0.020776714005741548,0.08528620372444695,0.07504590145677192,0.04757688255171466,0.00458097866863294,,0.02264630003458934,,,,0.03894467741498264,,,-0.023442729405088736,,,
7,-0.009933392776123373,,-0.009682903138467203,,,-0.17806064005147615,,,,,,0.019246371512412264,-0.02293738770901066,-0.008383022979483457,,0.07506516970577226,0.03663977179620437,-0.010387138633815574,,-0.0002146883959548429,,,,0.050728350154905844,,,0.016102273980357795,,,
8,-0.007419240673327998,,-0.02958248857954693,,,-0.24434613964168506,,,,,,0.05892719242488975,-0.03989665008568544,0.0006489178706765575,,0.113750833106679,-0.03421280599807908,-0.004244319350626746,,-0.014686790229927915,,,,0.09996007025153641,,,0.03133502697020152,,,
9,-0.028336971728039284,,-0.06218376898330413,,,,,,,,,,-0.00012080288206428591,-0.01407782222088394,,0.1572538788181037,-0.025053866135047342,0.001090880439284514,,-0.055361614528219194,,,,0.11553764501129815,,,0.04233461782583969,,,
10,-0.003957832539181805,,-0.07941044791381036,,,,,,,,,,-0.021873098929854118,-0.04179780683854206,,,0.013625223684689658,-0.0015785533486476488,,,,,,,,,,,,
11,0.03927535849287622,,-0.06674432926796181,,,,,,,,,,-0.0120045756308087,-0.03986777411783016,,,0.0056053751239976135,0.011643231421369027,,,,,,,,,,,,
12,0.0674468977876641,,-0.07426643807412081,,,,,,,,,,-0.06270532513891425,-0.022874238279158243,,,-0.00026877718623374847,0.0039515022615521644,,,,,,,,,,,,
13,,,-0.1429164286673904,,,,,,,,,,-0.10885251221197723,0.002991030087601265,,,-0.005676271600057792,-0.00627305726366123,,,,,,,,,,,,
14,,,,,,,,,,,,,,0.009887812024154563,,,-0.0032187462091393115,-0.03721893536686982,,,,,,,,,,,,
15,,,,,,,,,,,,,,0.007181408933915945,,,-0.011777137295985951,-0.016513801500269376,,,,,,,,,,,,
16,,,,,,,,,,,,,,0.014480160148865329,,,-0.012291802758214843,-0.025545844193308187,,,,,,,,,,,,
17,,,,,,,,,,,,,,0.011198106494492599,,,0.03710499731904049,-0.021027635836582625,,,,,,,,,,,,
18,,,,,,,,,,,,,,0.03604048605439303,,,0.060696458398715736,-0.0486952811468675,,,,,,,,,,,,
19,,,,,,,,,,,,,,0.03990677510983964,,,0.04130207085788906,0.0031566584371333084,,,,,,,,,,,,
20,,,,,,,,,,,,,,0.02030118996276431,,,0.054938123835020836,0.004214601368084159,,,,,,,,,,,,
21,,,,,,,,,,,,,,-0.012521565574748372,,,0.054048379224451715,0.04207328134330379,,,,,,,,,,,,
22,,,,,,,,,,,,,,0.007983953374167685,,,0.07115562992154034,0.03831738718700972,,,,,,,,,,,,
23,,,,,,,,,,,,,,-0.004546752439401169,,,0.07207835114867,0.027043055864021337,,,,,,,,,,,,
24,,,,,,,,,,,,,,0.014206325927997199,,,0.0724143734515943,0.05091115802568291,,,,,,,,,,,,
25,,,,,,,,,,,,,,0.018602677502516096,,,0.06398131555411335,0.015141687718278285,,,,,,,,,,,,
26,,,,,,,,,,,,,,0.020310214795455916,,,0.0715350227906093,0.021241314710704007,,,,,,,,,,,,
27,,,,,,,,,,,,,,0.04402711259719161,,,0.06444967213341402,0.018741369447545342,,,,,,,,,,,,
28,,,,,,,,,,,,,,0.022052003709404522,,,0.0395911834704572,-0.009856616044496502,,,,,,,,,,,,
29,,,,,,,,,,,,,,0.07337451461362887,,,0.02433507845739813,-9.390295079259037e-05,,,,,,,,,,,,
30,,,,,,,,,,,,,,0.05361371828429107,,,0.030560419758444812,0.02241191617752103,,,,,,,,,,,,
31,,,,,,,,,,,,,,0.03639123396177091,,,0.03577154276673156,0.020059585162714444,,,,,,,,,,,,
32,,,,,,,,,,,,,,0.08884892869980243,,,0.03525557354816122,0.04308154758570426,,,,,,,,,,,,
33,,,,,,,,,,,,,,0.12164975375139186,,,0.04805160174251588,-0.000515972197833503,,,,,,,,,,,,
34,,,,,,,,,,,,,,0.13088832302675768,,,0.04067010947746974,0.029294820310203473,,,,,,,,,,,,
35,,,,,,,,,,,,,,0.12261442329733763,,,0.030291045043194575,-0.000622244061622812,,,,,,,,,,,,
36,,,,,,,,,,,,,,0.1321535429379428,,,7.226547964844787e-05,-0.018717714267325047,,,,,,,,,,,,
37,,,,,,,,,,,,,,0.175129504680406,,,0.019816574454175395,-0.009298173927007714,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,0.011707763561076168,-0.03156931557207199,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,0.01652717804609949,-0.011796169321335093,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,-0.010292337349695035,,,,,,,,,,,,,
