,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-05-01,2022-06-01,2022-07-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.01748389883521073,0.0006862050868347014,-0.004245695345547862,-0.03133474078568976,0.0431629722206015,-0.00072626317735347,-0.015235439453991084,-0.03342085653909166,-0.012389231803448197,-0.005147548427735682,0.05508266446620258,0.021967824665871216,0.0209495779924862,-0.03120088635965912,-0.004160625867457579,0.010043321776137093,-0.020705906504702165,0.025032658445493405,-0.01545103346111909,0.010377686179346313,-0.047650427184697364,0.027928768232795775,0.04129701831330279,-0.01256164492132994,0.03132883395704478,0.06026081443579567,0.004583691041341487,-0.008762403264554575,0.006673500516381603,-0.02573140247372674,0.016287578115759205,0.030748397821700912,-0.018200655959663428,0.0162630359732715,0.003663979298779596,0.004689521434190713
1,-0.022548757935694108,0.016027006434421787,0.02843750843095516,,0.03866575228060731,0.011659927058913055,-0.026996358296681233,-0.035075284097229154,-0.02174641965901203,-0.05755984658293389,0.08033869771621682,0.0520135256496701,0.0072806262352878015,-0.027310412902026293,-0.017558616657704418,0.009968813626930695,-0.01689319012495938,,-0.015223594415697095,-0.00380525998187653,,0.029344192792593482,,-0.003847926069945551,0.03705497144340297,0.06773377065074437,0.0061225727107219186,-0.01827577476449438,0.015178002607854513,-0.021861483693529804,0.0026007819427007473,0.0374193941007428,,,-0.0638373474426912,0.007386100618779257
2,-0.0152735534108841,0.013143124601002754,,,0.009988439123452597,0.028866250148362305,-0.09113366077308838,-0.03034369266522341,-0.020186626475945157,,,,-0.010652113599731283,-0.030141094363390408,-0.015517722475057116,-0.010671821178899865,-0.02267228665136356,,-0.01930337264892068,-0.0011744939929896336,,0.032285324168616514,,-0.028976439132718745,0.017727295298459733,0.07495688898663233,-0.0006995117354406943,,,-0.014651992055309204,0.004912273430580427,,,,,0.02804599511466438
3,-0.022846828370491234,0.010377055216080788,,,0.013335392612885633,0.02803164747509168,,-0.03773850649934429,-0.025185974677865985,,,,0.02883304794791819,-0.02491059890168601,-0.012288598870682899,0.0055477964889358855,-0.033331746427859965,,-0.016914248537836407,-0.011909852607921989,,0.03544332075997447,,,0.025557190073264735,,-0.0011755472482337659,,,-0.011599395523276046,-0.0024117131805410086,,,,,
4,-0.024560617936319584,0.003017492946336575,,,0.02421788557402249,0.011034749028911328,,,-0.030770520409020286,,,,0.03800672903302571,-0.025180776493137547,0.004635871675836789,0.004062985021073606,,,-0.01798996365537442,-0.012691145071275445,,0.04825532881135297,,,0.030111912810367958,,-0.0019568133501859375,,,0.003397506777724546,-0.011064547307913397,,,,,
5,,0.005244721481168169,,,0.029661884046683573,0.03700654967348038,,,-0.017412375877772668,,,,0.07376098055428493,-0.0170155799376972,-0.008074651167776503,0.0024742271297859553,,,-0.015929832881042216,-0.011872313377526922,,,,,0.040801996551196096,,-0.004118753760900651,,,0.025505399909719007,-0.018587723094950492,,,,,
6,,0.0006667511166236206,,,0.06221307263561626,,,,-0.01761202161347497,,,,0.06761063295240932,-0.01933106714963584,-0.015777962542187662,0.0009212054500256084,,,-0.019885284859894714,-0.010887457846595172,,,,,,,0.002325129184004293,,,0.021565966023063154,-0.009586996443400553,,,,,
7,,0.012292918570351308,,,0.05364651371752749,,,,-0.021791388955117785,,,,0.040531320326810505,-0.018583277765005235,-0.021173364364373004,0.0014257586277270917,,,-0.040066632115868916,-0.010455056571480714,,,,,,,0.003062452173791419,,,0.02073643466068753,-0.011062034322460335,,,,,
8,,0.013407283918063673,,,0.05407672810395092,,,,-0.01943556896132459,,,,0.03410584714965781,-0.01960454121863564,-0.013602438670500039,0.0013044570867781768,,,,-0.01490812029132238,,,,,,,-0.004081254566960846,,,0.011793766636725822,0.003373539157876637,,,,,
9,,0.00536829625756019,,,0.04873293396829115,,,,-0.007237095231475976,,,,0.05744349216548672,-0.013603460400043454,0.008614332166153593,0.004352934207453751,,,,-0.0049508325310378964,,,,,,,0.0013209360845716223,,,0.011121383880858371,-0.0018521016311363603,,,,,
10,,0.008259588432408926,,,0.06337633072117588,,,,-0.026452670917965326,,,,0.06184766174520284,-0.011277901674005442,0.002150470771835389,-0.02078195990917897,,,,-0.006540010541185248,,,,,,,-0.00019660578002822504,,,0.016279521480135895,0.007761065350405882,,,,,
11,,0.010990142207420006,,,0.058232782388128346,,,,-0.043682031698666135,,,,0.09103876650499387,-0.0018584571780655423,0.0016774719834786733,-0.023730628444252222,,,,-0.02856318956771764,,,,,,,0.0069338653782879955,,,0.013581521922731543,0.008289539055361894,,,,,
12,,0.018338055377618123,,,0.05565668451491468,,,,,,,,,-0.005722872125173417,-0.003675479437537321,,,,,,,,,,,,-0.0020559767217307456,,,0.005787357867082621,0.0056257453942307745,,,,,
13,,0.007394632274020485,,,0.06177592761120421,,,,,,,,,-0.01823791814128528,-0.0014339392739231016,,,,,,,,,,,,0.001154791203164196,,,0.007362898986732036,0.017562842529957656,,,,,
14,,-0.002701174643449211,,,0.06315361743810421,,,,,,,,,-0.02147879811923792,0.007391240150236511,,,,,,,,,,,,0.008981284074915497,,,0.00594676098799285,0.019263574121934246,,,,,
15,,-0.005845154199737412,,,0.08875568059675065,,,,,,,,,-0.02219444374026147,0.01841824551592741,,,,,,,,,,,,0.008375737589861432,,,0.012953600328053483,0.024024938530317064,,,,,
16,,-0.02963212876818444,,,0.09370630391557322,,,,,,,,,-0.029536028626056865,0.00996161943627305,,,,,,,,,,,,0.007490262412826798,,,-0.009979027053199419,0.0293797051221234,,,,,
17,,,,,,,,,,,,,,-0.029401227723462098,0.004430749509590992,,,,,,,,,,,,0.025558431171051943,,,0.0027131162636764294,,,,,,
18,,,,,,,,,,,,,,-0.007833457773967156,0.0049858958296260525,,,,,,,,,,,,,,,0.008914720562353207,,,,,,
19,,,,,,,,,,,,,,-0.024446965363217332,-0.016284393445445966,,,,,,,,,,,,,,,0.014759254596169669,,,,,,
20,,,,,,,,,,,,,,-0.034348705266145974,0.0005648786916312432,,,,,,,,,,,,,,,0.012025957813374122,,,,,,
21,,,,,,,,,,,,,,-0.031144284452367943,-0.0009199327762310361,,,,,,,,,,,,,,,0.012267488857997888,,,,,,
22,,,,,,,,,,,,,,-0.027915160847993725,-0.0018835611903471605,,,,,,,,,,,,,,,0.01432655919963044,,,,,,
23,,,,,,,,,,,,,,-0.009829948911218356,-0.0046913668165204925,,,,,,,,,,,,,,,0.0020493305419890806,,,,,,
24,,,,,,,,,,,,,,-0.020227291581068618,-0.0048149821546816796,,,,,,,,,,,,,,,0.0038896645459429724,,,,,,
25,,,,,,,,,,,,,,-0.026778137850824058,-0.007428317674720963,,,,,,,,,,,,,,,-0.005305983240555312,,,,,,
26,,,,,,,,,,,,,,-0.02646278026224147,-0.004379840554045389,,,,,,,,,,,,,,,-0.01442352602187369,,,,,,
27,,,,,,,,,,,,,,-0.021172448051608894,-0.028892426632622925,,,,,,,,,,,,,,,-0.021481993154964796,,,,,,
28,,,,,,,,,,,,,,-0.007012229811157233,,,,,,,,,,,,,,,,-0.012945975157360845,,,,,,
29,,,,,,,,,,,,,,-0.010002169641456726,,,,,,,,,,,,,,,,-0.013956304382474638,,,,,,
30,,,,,,,,,,,,,,-0.012788348603576472,,,,,,,,,,,,,,,,0.0028220877571649705,,,,,,
31,,,,,,,,,,,,,,-0.01698333057247292,,,,,,,,,,,,,,,,-0.0033445639547078354,,,,,,
32,,,,,,,,,,,,,,-0.012434114582559497,,,,,,,,,,,,,,,,0.007682082737332063,,,,,,
33,,,,,,,,,,,,,,-0.0001787692308723443,,,,,,,,,,,,,,,,0.009159457268137938,,,,,,
34,,,,,,,,,,,,,,0.011989873652118899,,,,,,,,,,,,,,,,0.005074293993519108,,,,,,
35,,,,,,,,,,,,,,0.0035332475724645374,,,,,,,,,,,,,,,,0.01986206559427428,,,,,,
36,,,,,,,,,,,,,,-0.0042835915968408855,,,,,,,,,,,,,,,,0.022525122915033613,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02728648732341643,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03409504890418935,,,,,,
