,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-07-01,2016-09-01,2016-12-01,2017-02-01,2017-04-01,2017-05-01,2017-06-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-04-01,2023-05-01
0,-0.020491844439116114,0.020457317910993478,0.023670759418908727,-0.008640890490508646,0.004587040902182871,-0.0014754219343351416,-0.041124330795789366,-0.0435396309343159,0.02793238759577532,-0.0288115081795155,-0.04121615742667073,0.02627440015251903,0.04268063184869697,0.010901909316962222,-0.009874352053363067,0.002897306785329956,-0.011251806133802944,-0.019273920058590743,-0.00911096922765875,-0.008532421449135352,-0.02662148922048585,0.012882199661699012,0.040389500669825384,0.010002775014040122,-0.01987078683617982,-0.004894744031687992,-0.01317288620984769,-0.014419627552908931,-0.018110060005343875,0.049915559899938344,0.004201657198282582,0.030267708685706385,0.025292585089532693,-0.007585329916146577,-0.02386702142198127,0.025774725240781393,-0.022173658940591867,0.010179592178519048,0.0017034748175248637,0.004794221606545759,-0.0034181324434126026,-0.005448628355846363,-0.01883611652580708,-0.019636067553211234,0.0033170291318294076,-0.009171425234397734,-0.018762521169539248,0.0014317161874104478,0.0674352885537628,-0.03151020223271228,0.02814986742715586,0.016197154462608943,0.02728802906243033,-0.01608788759292601,-0.03919689866189224,0.005280227423410722,-0.03855865670459302,-0.0015224061513769982,0.006804780916686681,-0.007824997097442221,0.007341946359416873,0.004339783800794805,0.0056034700368956525,-0.00444811031130854,-0.01968133412801265,0.029992930439902032,-0.015415929869224243,-0.002018221474898274,0.005934043289772539,0.0520146025917716,0.01635795338246382,0.0003902701773075279,-0.018273643581454557,0.04533904372660147,-0.006088376901976389,0.007569296184045449,-0.03779314455453253,-0.023482437693640446,-0.008366454424968417,-0.007819751731177327,-0.018302447796818555,-0.0007609930189154124,-0.019967640367212214,0.021986666209371286,0.0011400275120323489,-0.008860220705058097
1,-0.019610891625080007,0.016158954988922947,0.02811448729133481,0.0027907497538031123,-0.018044155928689687,0.012411069203843272,-0.08435397032894354,-0.06416911211371179,0.07723167938940678,-0.013713931645240152,-0.02540068459513467,0.026456606991335008,0.05448045730022755,-0.010663505926387096,-0.019423294582265216,0.03235038154840053,-0.007161921820260542,-0.01766346590441925,-0.005111552118982399,-0.006600014853021641,-0.0020036675490615052,0.028890924920816463,0.06016189386691684,0.00745800380060313,-0.03436407859646895,0.012932962571453821,-0.0308700231080703,-0.034610262144130655,0.01535422747778048,,0.004519057971890117,0.055628881498766436,0.02321645361571889,-0.007994723838173456,-0.03449152955408119,0.07689512139845345,-0.00612549468773782,0.00532780795070531,-0.022053231619186597,0.010659632991535842,-0.0016109611740304786,-0.0188502006081106,-0.013870937059273558,-0.005891322865788418,0.009502495867957705,-0.0068326975675838675,,0.008124299133773771,,,-0.007869930321606766,0.018029131745453064,,-0.009861935229648289,,-0.012613934126543214,,-0.019313493951252703,-0.007432594573846707,-0.004896355823874821,0.01290996685245549,0.015481786119218022,0.0034990740802520737,0.0032190857366449777,0.006761845568919789,0.00987363718721479,0.0008649629581558571,-0.005777564919222433,0.013296705467604752,,0.001281997851395822,0.01363788211993544,-0.012126828872633055,0.03711408952241091,-0.009512082861042437,0.009727759713858752,,-0.07699008914980743,0.01651616538030698,-0.0008448692189437779,0.0014091392284436566,0.014285258002473045,-0.012018960153772129,0.011831278940971579,-0.002784341095749765,0.0010538957469101717
2,-0.0078692020359864,0.0015696596886023428,0.046368231516920044,-0.024144578961022845,-0.015522781249798001,-0.04812264999733973,-0.04048756305036516,-0.07462474113413675,,-0.05334652227022563,-0.04817553418397047,-0.01105947474526614,,-0.037219528836411,-0.023540387935752305,,-0.025220071267245014,-0.008880496864930532,-0.002496656826131538,0.014049341395512283,-0.011925977695143197,,,-0.01038768465365969,,0.01887845833218016,-0.051307123931485954,-0.029878022712777952,-0.0026743410586087535,,-0.005886441114588692,,0.016784930460769232,-0.009937035394243843,,,-0.03685442801129568,0.007938189710869903,-0.010817235758095123,0.02654032801397023,-0.008407562363750287,,-0.02287085826447033,-0.03556040648006675,0.02558561902752743,-0.007128003702231656,,-0.013967114424519256,,,-0.011430481056318165,0.0010072210543787818,,-0.03598811705009908,,-0.00867442744198943,,-0.04991357608385627,0.020653632338106576,0.005101794291827666,0.01205225179372782,0.020975949582354048,-0.009885029061989625,0.008615253279574908,0.0008864577839715615,0.0010071803329454454,-0.03131322028297401,0.007652883434019708,0.019140658336826988,,-0.008336403408447879,-0.01334360457385042,0.009942014955207412,0.045606851341902344,0.00723722643718272,0.01959392061378562,,,0.013600894598798874,0.002960657171790615,-0.00909218610330953,0.026703092693121322,-0.018968838812502442,-0.005014687267756557,0.0042914455116351835,0.01926263262558603
3,0.02272931472906159,-0.010731289310934589,,-0.0361102963915263,-0.031627654771219316,,-0.04284785397964308,,,,-0.050618542183642035,-0.03421831088616045,,-0.0353797660312587,-0.018933382666526777,,-0.02416976708513552,-0.007220155105795989,-0.003149096953760644,0.01288153795437097,-0.021212088863632628,,,-0.0037791466055363543,,0.021024080685633884,,-0.028087150333056865,-0.009094848843034686,,-0.0017107554897730637,,0.041934267388530344,-0.005596111041563656,,,,-0.0027889051548712906,0.008775626508216838,,0.01207007204541366,,-0.008574888191847485,,0.0307127189201033,-0.014672992446350897,,-0.03516992285441356,,,0.006163577786693075,0.011936850299567148,,,,-0.050715365069171625,,,-0.01264763159500859,0.005057408952106712,0.01595243427648363,0.004970446858159505,-5.651916036053528e-05,0.011217460651860911,0.0011518547046751593,-0.004942886166571903,-0.017654593093608284,0.005569080071208932,,,0.003338717319001816,-0.0228790842553952,-0.015584584332286155,0.0436427659798293,0.02415416385888669,0.040120085441317066,,,0.022057147206980154,-0.001835365724735638,-0.008551684538888438,,-0.030838142294710602,0.0045154958311988125,-0.005527183276175185,-0.018051821161772175
4,0.03218878990646046,0.009359501573173112,,-0.029473302485972575,-0.09747467142683108,,-0.023456139989890712,,,,-0.03470649772577783,-0.04714693460505881,,-0.027237470306982203,-0.0004193964561840513,,-0.02690705747616784,0.010241763796853931,-0.003300749741678821,-0.0024906505641406618,-0.037905732523480784,,,0.009508143952710935,,0.00490163694431045,,-0.028835999613599395,0.009804765661442616,,0.013911598009558546,,0.014234763034535636,-0.020836730014646143,,,,-0.022001050228246388,-0.006966085370581965,,-0.009594125999083936,,-0.002766590723710216,,,-0.0009181291915152379,,,,,0.010506969963468116,0.0029794610692341905,,,,,,,0.0015066752874348666,-0.01921278040489316,0.004800195475290536,0.004296560554474027,-0.0023376587266372706,0.0076717982951404196,-0.00695891624482714,-0.009585411821956491,-0.007885554702761866,0.008748357347399649,,,0.015853877812509687,-0.019286794047288502,-0.0385005163201626,0.037682193047248846,0.026660524771938476,,,,0.011688003249421541,-0.0026666312353977872,-0.0002608661043472793,,,0.02225875508499353,0.007740626465901679,-0.0267043331696879
5,0.01080470245050702,-0.029003784909506614,,0.026195057283376677,,,-0.01084350001354295,,,,-0.07976617946695708,,,-0.03377138812702052,-0.012467955550342635,,-0.012955246512968532,0.031714953189006856,-0.025257455973758614,-0.001945017560283091,,,,0.0082831487989945,,0.030591332384343417,,-0.0014147549976790685,0.012667660567985628,,0.02690164932047967,,0.012347436743532114,-0.04067817112621119,,,,-0.01936542432248123,0.006032376865888089,,-0.018122724377183985,,-0.0024200507277898353,,,0.0003974167584157584,,,,,0.0022176436778771347,-0.008021420743725471,,,,,,,0.02429331603113294,-0.021403204775416462,0.02056838483742318,0.01724319742160052,-0.0028025533976012706,0.02745975845005333,-0.01821690623548422,0.022091245229684198,-0.009252785319361578,0.013439082747320308,,,0.030773121039049833,-0.0395042564731245,-0.02859489429825235,0.044790451502192186,0.03538457262047778,,,,0.05422565902351639,-0.018958873732116466,-0.009895609229555902,,,-0.0005331354069690875,0.0026017008696375132,
6,-0.005586899754352781,-0.011594575857964529,,-0.008002107558157334,,,-0.014976479750507199,,,,,,,-0.040236483117708666,0.008390821523168723,,-0.009109542558683348,,-0.02340783692645232,-0.0021645443746676207,,,,0.017211654690946432,,0.018206102811113123,,0.005541731682715323,0.03277019159900085,,0.028546795501100952,,0.01874107988314755,,,,,-0.015938233998168183,0.015024809991151855,,-0.005785003150534429,,-0.01584322169615504,,,0.002712902420371588,,,,,0.013960979809815477,-0.00260874968676017,,,,,,,0.036412088882531,-0.035729094634032066,-0.004457491226702359,0.015079496189550845,-0.013173364490577155,,0.008641799075337353,0.009507953659443125,0.0025531444423370075,0.013647665240672291,,,,,-0.009242285880318057,0.02635668386412715,0.034636070828091725,,,,,-0.00760284869306993,-0.009098571326544125,,,0.026907600044008717,-0.01407491049338705,
7,-0.005228404354517546,-0.026467754316104042,,0.01140465944863589,,,0.0007165349964157741,,,,,,,-0.03525053689477575,0.011899983504344958,,-0.028008351427408762,,-0.005534044748149558,-0.02305615005756545,,,,0.03002665134949911,,0.052875833122904226,,0.006151162056658777,0.0392127268861131,,0.006061498494460249,,0.022610429127958298,,,,,-0.01880411314487551,-0.010671316204525993,,-0.011361853502104502,,-0.00651490773655361,,,-0.0010553169293654463,,,,,-0.0020201837339230977,-0.0077299779983315275,,,,,,,0.03188104222006061,,0.01178852794142049,0.017809803851815076,-0.008998021866618577,,-0.003437296053183214,0.008866782024553821,-0.016472311608627166,0.0074795957951228065,,,,,0.011463661162944838,-0.0015539215254294358,0.03072333799427618,,,,,-0.011030152243950653,-0.016162471229150377,,,0.016072392820610126,0.004111485290912542,
8,-0.001634751904722509,-0.03359483352978909,,-0.028124633485747008,,,0.002126908427013685,,,,,,,0.01468441233363782,-0.011678423093515411,,-0.04001477469327108,,-0.006588626625247951,-0.016494172653229278,,,,0.015498228737377051,,,,0.007476176850338412,,,0.0048135208359996184,,0.016940624874548504,,,,,-0.01939716919309431,-0.005748870188136301,,-0.0042161312365367465,,-0.03399807647600017,,,-0.015946707815454708,,,,,-0.006958806321417654,0.019172259388698265,,,,,,,0.020764619474826773,,0.023840420071601365,0.020091414267503716,0.0016846383542301613,,0.030154782914747713,-0.0026118942923716304,-0.025586247921865812,0.009377942619871016,,,,,0.03898930395009259,0.027356607625847795,0.03518878340780507,,,,,0.0027539733414165823,-0.022230839659205692,,,0.02659677941659222,0.005476577915967562,
9,0.024287058850266274,-0.023902444377111642,,-0.015738113070488335,,,0.00926958906632036,,,,,,,0.013793735960516695,-0.059480412502458835,,,,-0.010398631782489787,-0.009250304049368552,,,,0.002560628409138843,,,,0.013748810597898675,,,-0.0178555419623172,,0.02230125268940064,,,,,-0.027154411151391944,-0.00755497361811841,,0.00922725486483067,,,,,-0.02326117926385729,,,,,0.012781314402113608,0.022773779399107852,,,,,,,0.023071314962909817,,0.026307533217426737,0.014139334513448176,0.0015417198577412083,,,-0.011196325826762,0.0018992274606777215,0.005873831905327309,,,,,0.03752963495115935,0.008777658955260614,0.003474404353079663,,,,,0.0011297209313267942,-0.02938111418500089,,,0.0016899233804794633,-0.005592819098737989,
10,0.03521040275493992,-0.003794974130379547,,0.04119228145854548,,,0.0035627764923762406,,,,,,,-0.028536443803636402,,,,,0.005700379165918701,-0.016702816115357955,,,,-0.028029183306788497,,,,0.00878251770977645,,,-0.012345592313903087,,0.012943175960724584,,,,,-0.0041375476122991195,-0.006167523488169735,,0.006881442849227426,,,,,-0.013935572187756318,,,,,0.0065550087236569965,0.02397952449410301,,,,,,,0.03551587562337044,,0.021762406827983583,0.02491967109202342,0.00501616093320334,,,0.012038685402726124,-0.014783957626579358,0.004350103583057541,,,,,0.038122846406321464,0.0039261673588539825,0.025571991539121264,,,,,-0.0217647361525648,,,,0.016307038287881603,-0.013140537609656056,
