,2016-09-01,2016-11-01,2016-12-01,2017-02-01,2017-03-01,2017-05-01,2017-07-01,2017-08-01,2017-09-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-08-01,2018-09-01,2018-10-01,2018-12-01,2019-01-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-04-01
0,-0.03952453736236672,0.050046135802576774,-0.0015177438844680147,0.005711455662138931,0.000748973707969558,-0.037546374031629526,-0.008250613329686463,0.018992535643046038,-0.0016464795670652066,0.010396454357066487,-0.020925543738340213,-0.0185426910160551,0.025178486958772783,0.06906811828352044,0.04605572558041837,-0.028451230531721272,-0.04343515388320962,-0.030035221415209756,0.04151901248178702,-0.03215748856575661,-0.015041413497418388,0.044885633653982016,-0.05479944692309391,-0.050141655755016945,0.018057682693114252,0.03207852846425996,-0.012444916109483284,-0.06720623119126667,-0.022453221995855754,-0.023475939572924154,-0.0692220376470647,-0.0011441850545941268,-0.01762487858783257,-0.006356113466831043,-0.030932070822334623,-0.024747475866670143,-0.03686858016356798,-0.028112830953855417,0.019187714901307995,-0.007243500727369012,-0.025299083329269667,0.028416586345917594,-0.03408465186903287,-0.0006577820617161834,0.0013515126014307377,-0.010718379193050298,0.00884355865069636,0.02673251666689569,-0.0016339276567002292,0.0001675654858259712,0.009266520316712379,-0.030321878692323168,0.008554102580391687,0.003736205376199564,0.03028403026405213,0.012686446421587672,-0.03191512983405054,-0.0030264147474334813,-0.042162064776043895,-0.04697664123425804,0.02050204130442479,0.06258088083454894,0.007705756299086319,-0.036057232419597574,-0.010632385570413572,-0.01105056807677507
1,-0.043095275528852284,0.04151422975098917,-0.0072314964434032625,-0.009431090810567255,-0.015108217260836998,,-0.01976889126078607,0.010146971036358643,-0.013172027048438562,-0.019885153097364272,-0.029963529450594883,-0.0098509986186337,0.03185720112336532,,,-0.029203393318512072,-0.03363423107993624,-0.03748809763801053,0.06036124885435723,0.0180531086945629,0.03659788725809965,0.028933866837068445,,-0.061094367786106885,0.005331933374033149,,0.007581124640410275,,-0.0036563118368642122,0.017622174891898656,,-0.025069650569874424,-0.04980810835509697,-0.012242556499916873,,-0.03393782378003385,-0.05656692195653523,-0.015548941455862275,0.07147356652508452,0.011584024041590535,-0.005121686329861763,0.03817248488202751,-0.03486718037871894,0.0033811099708978,0.006745412057714173,-0.005227428705975701,0.001300038367145595,0.00366194571223577,0.004536065251132482,0.001492326746471484,0.008976430087842768,,0.0002371673403622765,0.0007674745948325068,,-0.009276472314390105,-0.035745798078556046,-0.0028278103060701554,,,0.018570268880131247,,0.03054641057070384,,-0.025163745033112583,-0.008666541988753385
2,-0.04318072722944466,0.026126591502996455,-0.00475238903671249,-0.0023336048339621662,-0.024403755683860773,,-0.031114506900700833,0.005340102841324246,-0.01120926964413771,-0.02300352505646619,-0.023656549451211983,-0.005353223767141424,,,,-0.05153532017623563,-0.02971339302606646,-0.032913462875186816,,-0.008935440870703075,0.02124805340705338,0.023561150152155097,,-0.049456243265598276,-0.023570428659941856,,0.004397412657257904,,-0.03146385621984327,0.014571023632330982,,-0.02788534059790293,0.023190043617819844,-0.0018889169574660414,,-0.019410808618625097,-0.07140237379721448,-0.01672118423370894,,-0.007351588904167761,-0.006611927455038025,,-0.03881233163603193,-0.023821167961641576,0.007687770604664301,0.008467092885302119,-0.007813404544770808,0.0016114990485558423,0.023333401112406116,-0.0011543137615481758,0.008972404131788236,,-0.0031349116579564296,0.015468949171105084,,-0.0064867627462372734,-0.029960186730515703,-0.006183307974685137,,,0.02960034750506413,,0.021367208007017524,,-0.012497604490392611,-0.01461157765379173
3,-0.06437947644736974,0.01812245387825495,-0.012245241276415353,-0.0034911438048630394,-0.023730695108018285,,,-0.0019829147514216494,-0.014358373754945308,-0.032058624718178,-0.018207186168018197,0.007238077250045771,,,,,-0.02797506720399978,-0.03362899938665431,,-0.019958133566072893,0.009066670661437293,0.04320932392098786,,-0.031882961625383954,-0.05309867030505444,,-0.03690076417110277,,-0.022231896740310786,-0.003561654694465566,,-0.04891358962791026,-0.04964780861753426,-0.0036392033362839527,,-0.03781408601867131,-0.07147002266159852,-0.018246552694356932,,0.02524413431674799,0.00010291193403810794,,-0.017792821731733244,-0.02009257353681604,0.01411796792469322,0.0073938902839338905,0.005734402935355265,-0.010196543384495937,,0.007605519128200955,0.017440024969390455,,0.001637595545471271,0.0043381262075654625,,-0.038123995309353065,-0.04641376743337555,-0.026880188115767645,,,0.035305701759974495,,0.017645793562103274,,-0.00460120484310611,-0.0007471669480644261
4,,0.023405837735908097,0.012603596287701802,0.0064405720828406565,-0.035155719690964204,,,-1.2137651965282714e-05,-0.015877127375694577,-0.04968690811353582,-0.02288136573162447,0.01495862342832921,,,,,0.0018876815554944582,-0.0382666217084946,,-0.01214418542738837,0.004592614281664131,0.008763294431032076,,-0.054185768112384736,,,-0.032144349187965826,,-0.020037630296080078,-0.017640252240871956,,,-0.03681739407988038,-0.006071411820452316,,0.01225218294248176,-0.10062373817310943,0.0017326676936941787,,0.005209652790515218,-0.03476116670434348,,-0.03336985796099656,-0.0276154835272715,0.010333767352498358,0.024916416268313535,-0.012130566637919393,0.012499784504452771,,0.022276266752543572,0.010773422948885614,,0.011358639399831949,0.02163540428863797,,-0.02151405164387854,-0.05734575166796252,-0.013979111274893041,,,0.049204666000193464,,-0.0009742780806092366,,0.003439479997600081,0.004219853424300868
5,,0.028267958876740273,0.009710216789254655,-0.0032538944165581007,,,,0.008537585460796526,-0.014957303458078552,-0.07715742832710548,-0.0018251891485094873,0.008240711183755023,,,,,-0.030981568350592514,-0.03242154340852532,,-0.049316833614925774,-0.012093810821261819,0.0022305835427021137,,-0.035589296329850084,,,-0.04673325981242882,,-0.030785672123609942,-0.0015362920752809428,,,-0.024828071822536657,0.017366769488023986,,0.01087947079499818,-0.12399677803072429,0.018207687001159822,,0.015595180924585339,-0.014775146428501085,,-0.0337581132162762,,0.026991259308791316,0.04761035146807324,-0.013315657270027648,0.017959208981799257,,0.018547788503922247,0.01143707461023502,,0.009726875756981057,0.010023298691101301,,-0.03080142424460708,-0.04778846324545816,-0.01036827110058236,,,,,-0.008213302000109612,,-0.014912345339296973,-0.0031432041931979127
6,,0.029508651469509317,0.0052902728699293355,-0.010959261949481824,,,,0.00739368320245104,-0.004121234769734361,,0.002369527781591163,0.00906601017934694,,,,,0.0045604458732204645,-0.055231714327091286,,-0.06871760594908315,-0.08936304830845199,-0.02447123293041753,,-0.04905001491044114,,,-0.022986747271098062,,-0.01173589800146524,-0.01793149543786343,,,-0.05114422743602409,0.0016494561065119318,,-0.019124452592817143,-0.1151735549686097,0.047980724144553566,,0.05256214830543526,-0.06704229976015208,,-0.10034030445358544,,0.010394564223736857,,-0.025812888433944747,-0.008485740083313376,,0.020808449562202735,0.0033598720501104573,,-0.03332819136431464,0.023152658574891793,,-0.03649252328874342,-0.050077398746749324,-0.012184920786764586,,,,,0.005367507651099945,,0.0003665855183090372,-0.01103079543399843
7,,0.02799566872030068,0.01222651625757587,0.007065157040627046,,,,0.006547045541298369,-0.010235392153221223,,-0.009810891187601367,0.009961323674252176,,,,,-0.03164870506882567,-0.027601346299861884,,,,-0.012795634572231984,,-0.04808527676440222,,,-0.02043176945963321,,-0.0029864036608509004,-0.013580109376927774,,,-0.036243807767187164,-0.0020970630222320874,,-0.026910632598357243,-0.13034835115126175,0.023445651969185466,,,-0.04570175955022293,,,,0.00037000118433017093,,-0.01642060887807223,0.003211612731411684,,0.019326820883886375,-0.003665326483156095,,-0.024755094642590514,0.029362398889358543,,-0.042674873347793074,-0.04758248697561318,-0.002309132097251476,,,,,0.012918297413127444,,-0.009868081263943118,-0.026598905311525756
8,,0.024262144894820814,0.002896360391729136,0.029224662774057997,,,,0.012275342069337114,-0.010873037217035364,,-0.006648220595096621,-0.008095381850675043,,,,,-0.027978924830432295,-0.016929529430256496,,,,-0.012696566480442817,,-0.041280632556141006,,,-0.01826446863036324,,0.0019029770274852087,-0.009477647059965233,,,-0.026789352944047273,0.00033702781874558885,,-0.02186062273695777,-0.10803448226180268,0.06436237583193183,,,-0.05128978927911798,,,,0.028508508104802655,,-0.01558796516772748,0.0020255122937902215,,0.03336095892201474,-0.00025619447225899705,,0.005793772812846987,0.018887018903226638,,-0.04523228466288831,-0.05160275287053184,0.0007568146768932582,,,,,-0.014774795962407383,,0.009547924253531903,-0.022190556526619276
9,,0.023090175521239154,0.009078936487270095,,,,,-0.0029897869669586186,-0.009868451686076973,,-0.007280939723796731,-0.025534652493902854,,,,,-0.07994523152467226,-0.03610149553110764,,,,0.008639739798596002,,-0.046237502632532124,,,-0.022037769939149188,,-0.002677455245442717,-0.012284366928144164,,,-0.03624988195948586,-0.0298045850110282,,-0.030223752188352826,-0.1224283306855467,,,,-0.03166327266310631,,,,0.032602226000567835,,-0.014956265930352097,0.012130711266857386,,,-0.0021045222198656788,,0.06293278195949426,0.02137876217920387,,-0.04981578349587501,-0.03234229071669259,-0.0028766576623022733,,,,,-0.011698803855742845,,0.026065716480843548,-0.01938032132341394
