,2014-01-01,2014-02-01,2014-04-01,2014-05-01,2014-06-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-09-01
0,0.09596141598214913,-0.06358849786100995,-0.05493968457834342,-0.043228742609558335,-0.014986560752681566,-0.008113215064353696,0.030316637240103805,-0.054962176822831665,-0.06804067420573112,-0.18441920742503193,0.05003509291290298,-0.01448386975616689,0.007715808617560604,-0.02261809283757854,0.0053349648983398446,-0.0024279310896733186,-0.006963707480707182,0.04767178660710103,0.014334587284954736,0.06951336505463157,-0.014810369428332582,-0.0116347521340594,0.002737176731577584,0.001173559523563572,0.05348197265684142,-0.012163772573465348,-0.0363101158998651
1,0.0571093213441336,-0.03801337066705601,-0.05397618491245959,-0.030260992540230847,-0.0409732349309766,-0.09585045321054508,0.041616201040604484,-0.08118438726475041,-0.030993381748444904,,0.030268311360710065,-0.0020304640838322285,-0.012632079739597568,-0.02596616166165422,0.0032641306190717145,-0.0026238651135517266,,-0.005339783087849881,0.0167615472788758,,-0.025840978385197833,-0.02790508778670242,-0.013854041862040312,-0.020962555209293576,0.06669535721521315,0.006845254767864795,-0.03321939426956311
2,0.11361914454374311,-0.05046365508066897,-0.04847387443840523,-0.02116804377914905,-0.031141146708865808,,0.031099098828375915,,-0.06178651112471556,,0.039465581669052785,-0.03877089531893896,-0.00036733418971879317,-0.007782135803646284,0.0026795681152274042,-0.00400340477840011,,0.02757770088385003,0.016267964302277615,,-0.0010941566798563507,-0.03453694775482985,-0.013272614609979527,-0.009767406802143164,0.05840233243565997,0.08136571862823017,-0.041507204873271863
3,0.09958452324487244,-0.057629787401686006,-0.06059806789222488,0.014482869756787808,-0.036226643639408085,,-0.0006579234247041654,,-0.07424498976119631,,0.1759794442509861,-0.06107230887259396,-0.0017048003052848593,0.019124326816688964,0.0035700841786283632,-0.0067682066579668465,,-0.007082284424078988,0.02753288253054542,,-0.048677001365857286,-0.036770322843114656,0.006162937905978438,-0.018758622853271678,0.06326470052421086,0.05441529726287797,-0.020965196727870783
4,0.09589344122656573,-0.1104938281619452,,0.04170160667973222,-0.06641236795529837,,-0.012930737145631532,,-0.06445988362492017,,,,0.012561978280229535,-0.0009989980964215661,0.0033630581754229283,-0.003954927149085297,,-0.015165410845492389,0.03622597460089372,,-0.04101874185379195,-0.05719887207960728,0.013258317456424251,-0.005641827779368835,0.06194526072583219,0.05182419003227734,-0.03063779541578393
5,0.046554240824117965,-0.11318342871141018,,0.04896177142515867,-0.021690289977298605,,-0.016702933091373495,,-0.018713424785744337,,,,-0.060368563527646746,-0.0013172484475436619,0.0054910803781953454,-0.0040518847579096295,,-0.0343802540278606,0.01782565955724813,,-0.018870945683771012,-0.04165020318923762,0.00982710359155714,0.0007563681385396315,0.07307860369025444,0.033412197267828514,0.008148516138399398
6,0.07337928948471051,,,0.060615746156843286,-0.017404551355891584,,-0.013874970438656042,,-0.039313967818729534,,,,-0.08584416906504755,0.02099721664890586,0.004836609804287129,-0.003525656418064571,,-0.018816620977742282,-0.04115854668530572,,-0.03425091809412528,-0.01749053011527124,-0.04226881602647836,0.0071129447271411905,,0.09146212296068645,0.019303537087435263
7,0.045891722078780894,,,0.05454554805790446,-0.026966919914505283,,0.01953384099608435,,-0.046986542017184885,,,,,0.036100478035508754,0.004664309491308138,-0.0020868669663123285,,0.009788245186527877,0.004931325182166546,,-0.02392195257737839,-0.0010675114613274417,-0.02032309333483795,0.015059460019255955,,0.04067949503532997,0.02902509474479853
8,0.037834337594542244,,,0.04097171518772402,-0.0200687418931369,,0.045928389651645585,,-0.03430825121288361,,,,,0.04792031007219366,0.003984007650089438,-0.0007214715781991288,,-0.015193845215647706,0.02175043363362894,,-0.031940543393868204,0.013540759445434425,-0.05717896422107671,0.03631196125976954,,0.08792590337375294,0.02706030750131916
9,0.06203835072303754,,,0.07738133676630876,-0.01731148832713325,,0.08412086170997579,,-0.03308966287573645,,,,,0.04753359344027519,0.004714853993455392,-0.0025731490955780423,,-2.2105282059481368e-05,-0.0003943111647437547,,-0.03257487586213781,-0.004170721162850999,-0.0256838282206715,0.06079847887990075,,0.043006509551110295,0.055677555350264196
10,0.04676723501795621,,,0.11199893173341402,-0.009592052920780247,,,,-0.0052672547770056255,,,,,0.0470482698893524,0.004006998375631898,-0.001013734999370186,,-0.08074357531748877,0.0019517047638695217,,-0.039630005009854585,0.007805829191497082,-0.049000259467062435,,,0.06402730400436907,0.018195688031772406
11,0.07330639504848735,,,,-0.017209789813624976,,,,-0.012009816140341467,,,,,0.047169622860645966,0.0030570412592729745,-0.001743615821747202,,,0.008927124264896946,,-0.034750342691393765,-0.017894067996520935,-0.03272492885874012,,,0.06448305467193949,0.027859375524526442
12,0.08097509989666651,,,,-0.01611560589698957,,,,-0.05717230501301129,,,,,0.0470849063004537,0.0041656199772379665,-0.0026100332171981044,,,-0.010675339543299245,,-0.03489944591779226,-0.0316350791591371,0.015247371010460142,,,0.0612944340375412,0.019902598584159215
13,0.10432622298838234,,,,-0.01672921180761655,,,,-0.09976430559872851,,,,,0.04658791059484768,0.004871066304681371,-0.0019509346373633996,,,0.03141257029459821,,-0.04952925389213547,-0.02346203513316869,0.02814151482992422,,,0.06828576543016229,0.01394057078091926
14,0.11289116007213185,,,,-0.013397396273611584,,,,-0.09488655560365222,,,,,0.045907290035145376,0.0056861904610703284,-0.0009999253560959431,,,-0.045094635540202876,,-0.025070648430701503,-0.02575861280318703,0.04472927517802727,,,0.10439425278402759,0.028647053707379744
15,0.08958515610197537,,,,-0.0055303142470362054,,,,-0.07278381234034725,,,,,0.04574909973188124,0.005954691503985643,-0.0025869804817597597,,,-0.010645464980799879,,-0.015643019448177586,0.010038300827690527,0.028646481129711354,,,,0.04284396874630669
16,0.08235942490046888,,,,0.011614201742715213,,,,-0.11475527836876331,,,,,0.04778760760922385,0.005819302553123684,,,,0.006026979328679349,,-0.028241743599715097,0.03410554072494998,0.02555246368313746,,,,0.045767036345941925
17,0.04118163525524032,,,,0.006855013831973622,,,,,,,,,0.048780161252010235,0.003887440830373734,,,,0.07191801266891695,,-0.036741911662962146,0.023151422429644963,0.021080360874295323,,,,0.042433229432920605
18,0.025328147505455423,,,,0.01981151112760271,,,,,,,,,0.0494451240237459,0.003167494254732617,,,,,,-0.05282880674611867,0.02854702468391146,0.04391034534462612,,,,0.04269207800617769
19,0.005685395874907684,,,,0.0253863550881146,,,,,,,,,0.0480301194843431,,,,,,,-0.038474844938996444,0.08075166593763683,0.05083343284656472,,,,0.051823399107567614
20,-0.039403289955010745,,,,0.04210786584127835,,,,,,,,,0.04657645616914419,,,,,,,-0.04243557594151115,,,,,,0.08225234496543665
21,-0.01809802589839471,,,,0.05201634064942917,,,,,,,,,0.04435410816699603,,,,,,,-0.020975550037926727,,,,,,
