,2015-04-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01
0,0.04657027014073001,0.02941099452003959,0.07346478139234813,0.09799817834114499,-0.010159666394614852,0.10465503680117427,-0.0023793944359571384,0.03645562760809595,0.04121964846953041,0.004238676767999161,-0.003284805441281513,0.044941512053598975,0.0030243869905599574,-0.04070247523765813,-0.01304958991921712,0.00033524390456385333
1,,-0.05140024877782645,0.02987605567292473,0.0974110433590607,-0.00405788875652302,,0.006956061892681387,0.012698391420687405,-0.003977879737681711,-0.03481444613506013,-0.010073775736436641,,0.005480517512456373,-0.0412609238482764,-0.010206113684649631,-0.014699567628338794
2,,-0.06218247298410917,0.004872526481532802,0.06249673830270419,0.0028302975256511154,,-0.04578127836228285,0.018846082140157816,-0.013038596448394557,-0.03779300342838732,0.014014580454779768,,0.008364265909534208,-0.017299627897892744,-0.009208469919141704,-0.014231626668866681
3,,-0.011304158955462551,0.08603049450542466,0.059669602638242614,-0.01724119681582703,,-0.04531228699571388,0.002364888350421368,-0.0006112102871660419,-0.03731085437828763,0.00783126301042536,,0.018691216045738646,-0.015030850659755401,-0.02305046225863605,-0.017069249673208997
4,,0.0026844215832415586,0.1549240666650462,0.05717452850315641,0.015008000093257312,,-0.036805151893189336,-0.009258149454105857,0.016164011985849935,-0.021497207261259588,0.027095229586455716,,0.03161166813976646,-0.005733999357172337,-0.01751788174406932,-0.020695557515642893
5,,-0.023224841335776958,,0.06455827175323958,0.005094640915178861,,-0.05698200247813778,0.022855240761512463,-0.019113779723862745,-0.02413537761169615,0.01794201234622772,,0.026568450711600633,0.00567751953657325,-0.0072439221939326615,-0.005114785042048098
6,,-0.0012346032992938127,,0.08176412305677183,0.03525679040069951,,,0.007892959500536478,0.0372736469952879,-0.01888979176216732,-0.0005735543634153295,,0.023637425213824503,-0.0033434670406586875,-0.011832806636475901,0.0032555454263105688
7,,-0.008253370307797159,,0.0948219816169027,0.022473742064613944,,,0.0035517518571716034,0.03311595701233072,0.0016380033770053704,0.04146637416144827,,0.004618136385253102,-0.007882263922935007,-0.0036558907138706243,-0.00701994480203183
8,,-0.006980315914166368,,0.09245682319017767,0.006483171010009059,,,0.005408148371626287,0.030196939350869645,-0.03805599545507765,,,0.042867001495955126,-0.011950227200374641,-0.009079977429747199,-0.004565562325468786
9,,-2.8121516827184223e-05,,0.07477729842350533,0.03699278355803992,,,0.03397583627026857,0.004058332251685393,,,,,-0.02360428511791568,0.005045859917766515,-0.024694673575742065
10,,0.008622426622547863,,0.0858970851016767,0.053471141976303205,,,-0.015243689109858294,0.009360672231766287,,,,,-0.02579124921404663,-0.0007518174050553661,
11,,0.020335572512372835,,0.08976044378425496,0.0503545349394785,,,0.014288258038933077,0.01674082910621255,,,,,-0.03832561998318429,-0.014148059406689395,
12,,0.14208267702846955,,0.11076456965930026,0.05906608602480645,,,0.018764142198701372,0.018598578790121056,,,,,-0.03573322502517362,-0.017412498818278,
13,,,,0.10338187406692434,0.07988004300264429,,,0.012118777147275606,0.0382922643062269,,,,,-0.020240707406872005,-0.013287559843356833,
14,,,,0.08514013500171025,0.07117777262563907,,,0.009354150698456132,0.037212235534441085,,,,,-0.02004321295884992,-0.0018503422611610976,
15,,,,0.08000415495006097,0.08968541456200585,,,0.05548623426393651,0.01812103204618598,,,,,-0.028247931285690697,,
16,,,,,0.10206478654628537,,,,0.02460892259112324,,,,,-0.053318858630966304,,
17,,,,,0.08913685910616698,,,,0.0009694693305393187,,,,,,,
18,,,,,0.11786275557513726,,,,0.025237353631411885,,,,,,,
19,,,,,,,,,0.008950349001704438,,,,,,,
