,2015-01-01,2015-02-01,2015-06-01,2015-08-01,2015-12-01,2016-03-01,2016-05-01,2017-05-01,2017-07-01,2017-10-01,2018-01-01,2018-03-01,2018-06-01,2018-07-01,2019-03-01,2019-05-01,2019-09-01,2020-01-01,2020-04-01,2020-05-01,2020-07-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-05-01,2021-10-01,2022-06-01,2022-09-01,2022-10-01,2023-01-01,2023-02-01,2023-05-01
0,0.014564471407045865,0.028577876949499315,-0.07384235149664342,0.0017461715656552634,0.010531476126804162,0.030198578928723296,0.0584944688612854,0.015501086814874832,-0.014679820422607348,0.0036412899241135,0.0055914716807007325,0.02904054901177533,-0.020170709923999802,-0.017177118633668997,0.022955359600845993,0.022082171632840097,-0.01100577996082916,0.04047320104084906,-0.033574929089979,-0.022001025340836033,-0.017696282958657383,0.0848684165904412,0.0005839850980787487,-0.0036577008520629617,0.11285341016438966,0.0006758226594311134,0.002827069595472187,-0.01851587775154384,-0.040739671121039156,0.056449452244070275,-0.026660870722684138,-0.006150558914884252,-0.0011337055347958591
1,0.01396229378812397,0.07470197601864248,-0.0748599482451816,0.0015506914985694564,-0.023608321861305792,0.002947232400983881,,0.02195089640797465,-0.020599266840141406,-0.010028547516880981,0.0015523149091641875,,-0.013865491365837007,-0.0393698646720928,-0.005582464656253727,0.02745982966791316,-0.0035319350224108648,0.06391351638607745,,-0.02571266205576339,-0.01046227404482275,0.13320598854756605,0.016613948300124054,0.01634906722915075,,0.022158911219518296,0.017755437125920204,,-0.037087254643424994,,,-0.007495432330750895,0.005096775435586953
2,-0.005108412402520579,,-0.09787528908303444,0.00015950789883723004,-0.030861566189382628,-0.0027809230218543406,,0.005892074332228825,-0.04867252833651353,-0.006438997430325055,-0.003864674441185101,,-0.013361852075446462,,0.05943056317001705,0.03183169161788696,0.007677254479784651,0.05618659193051362,,-0.065755709581519,-0.011312734762277177,,0.058049713300635214,0.05828708736024146,,0.037657566572473766,0.010182073700910066,,-0.03330566002436153,,,-0.022320349878877266,0.014566832462653334
3,-0.005071519890904708,,-0.06438399480283097,-0.0026068661058111786,-0.027172560062707407,0.006960515360146581,,0.012071988945702938,,-0.01925368108513248,-0.011030327697903686,,-0.021699191278130775,,,0.030156849360593152,0.0049476840426168345,0.0626417373893477,,,-0.003509032822736735,,0.03872462536144003,,,0.025065859202927032,0.03382192345561008,,-0.07609545052887845,,,-0.02821845814248114,0.02860210352197301
4,-0.008133093758068255,,-0.14227470851530277,0.00022476288271011668,-0.002831623717435061,-0.011684912522179567,,0.03301631222160728,,-0.03491865990567289,-0.02042736098235154,,-0.02005789375547648,,,0.04590394267961856,-0.005238126203621879,0.05119103501554967,,,-0.015700393316221306,,0.011547912656183795,,,0.07430886678224413,0.005948007016608581,,,,,,0.007943501556586186
5,0.00798089844266825,,,0.00011600221046137449,-0.048300664531084614,-0.01602028100440339,,,,,-0.02016038269836329,,-0.030828376579488975,,,0.05438263686436717,0.003300308083340725,0.008587697637700065,,,0.0002235691316800903,,0.01617810161403252,,,,0.01019050167963631,,,,,,-0.0007079902041730035
6,-0.0007062463237988981,,,0.0006379455914551357,-0.05609085815504944,-0.012956012506974366,,,,,-0.008703879102545664,,-0.017783282794094885,,,,-0.005085496645366477,-0.04193264933200952,,,-0.02416478751203155,,-0.021847514671879203,,,,0.015593188712297201,,,,,,-0.0012814985467922702
7,-0.011983632543050349,,,0.002093597361172428,-0.052034577279937655,-0.009541986100707943,,,,,-0.011615084927731112,,-0.0039407486616813425,,,,-0.004290794616786969,-0.028455918174973116,,,-0.011034940859574016,,-0.019012626046664344,,,,0.017263861745071885,,,,,,-0.014206108297541542
8,0.01373171301177456,,,0.0034387333793208796,-0.020681615354206873,0.0051879689040645344,,,,,-0.007288883068903407,,-0.0029742886120914525,,,,-0.02704800740608579,-0.006734360700886344,,,-0.01556658250006776,,-0.0313852022355772,,,,0.0328059904178688,,,,,,-0.0057041319109657485
9,-0.0011851350697332785,,,0.0015941348159080881,-0.044709231933150795,-0.02672638643460251,,,,,-0.012544833586773163,,-0.0197714688336805,,,,-0.014270253393175863,-0.11150650311710947,,,-0.026390824527090462,,-0.013369532444229254,,,,0.013217270792763802,,,,,,-0.010975391248573052
10,-0.05450085988933984,,,0.0031568386109390723,-0.051929447326053424,-0.010594626237450498,,,,,-0.005768577364891336,,-0.020938056654703135,,,,-0.01339427426327855,-0.05194073185315534,,,-0.00619453962591221,,-0.010552367736578111,,,,-0.00019938473164715642,,,,,,-0.008313455337769504
11,,,,0.002419199456585197,-0.04696463281108321,0.004789216975031487,,,,,-0.020780952146256526,,-0.042652692778753915,,,,-0.02347793420631275,-0.11943716416596778,,,-0.02400159380955108,,-0.000653317653929647,,,,0.0012769979002400511,,,,,,-0.010689497976066664
12,,,,0.0015506914985694564,-0.048034819354958014,-0.014967130921609671,,,,,-0.0382412323865986,,-0.024558417794910165,,,,-0.02347793420631275,-0.1276351313202283,,,-0.028009689744017296,,-0.0051434995011478135,,,,-0.0039422282569183675,,,,,,-0.002095590057855201
13,,,,0.0022238509216201408,-0.07721953830724504,-0.012119220905018211,,,,,,,-0.02640099694046036,,,,-0.025695650718810498,-0.13492571599867792,,,,,0.007727595115303382,,,,-0.009148660138127207,,,,,,-0.008180544365773201
14,,,,0.003178525645346486,-0.042315982222672854,-0.03940932066675701,,,,,,,-0.02657552883384881,,,,-0.03203951398859631,-0.1538769130253254,,,,,0.009624654923290427,,,,-0.015044159510084198,,,,,,-0.011708437038640773
15,,,,0.0015941348159080881,-0.0020823956381157416,-0.049808234605559,,,,,,,-0.018030185049104558,,,,-0.03215705725527479,,,,,,0.0015364472390602957,,,,0.0009595009731089288,,,,,,-0.02619420918438009
16,,,,,0.024493104076617866,-0.03414078758043343,,,,,,,-0.0009386461361245713,,,,-0.01990108910393551,,,,,,-0.005785297881351764,,,,-0.017927111974194054,,,,,,-0.021778794453595096
17,,,,,,-0.03606054109114648,,,,,,,-0.01791593166324576,,,,-0.03543555202075224,,,,,,0.02011663702695418,,,,0.004569384639397822,,,,,,-0.02644212524723033
18,,,,,,-0.032554832966594616,,,,,,,-0.015894810438867618,,,,,,,,,,-0.021801484657729825,,,,-0.008116335948764819,,,,,,-0.02928853427425926
19,,,,,,-0.01883415358163293,,,,,,,-0.006837451612091566,,,,,,,,,,-0.03933811223384978,,,,0.009586744427641403,,,,,,-0.026933208464224756
20,,,,,,-0.036029509832997964,,,,,,,0.005334174520891383,,,,,,,,,,-0.02488628512125171,,,,-0.005203927520330609,,,,,,-0.008117074316236317
21,,,,,,0.007725060081032855,,,,,,,-0.015290758308540403,,,,,,,,,,-0.0009858888197626092,,,,0.007016463451997801,,,,,,
22,,,,,,,,,,,,,-0.036817909122705855,,,,,,,,,,-0.024474680987032676,,,,,,,,,,
