,2021-09-01,2021-12-01,2022-09-01,2022-11-01,2023-03-01,2023-05-01
0,-0.046833632108764345,0.04137589271173869,-0.02808445897316192,0.01839819183847169,-0.005623546254576173,0.001693652018581293
1,-0.0023837151149193048,0.029267456426329996,-0.03836105494830511,0.020745483766926753,0.028311053622361193,0.003292908934899863
2,-0.05407713896353128,0.05301148395253508,-0.024149308406773873,0.004866286869093628,0.03662205464991741,0.015331521394061909
3,-0.06217717550379387,0.05008633489700198,-0.06292413184228351,-0.023162807389166318,0.04649124945789174,0.013118399629488575
4,-0.035651891717087825,0.0723592708466323,,0.03003037555656629,,-0.0036852288272881673
5,0.00242520823368908,,,0.05203895086991661,,0.009578379730497577
6,-0.01957246903316845,,,0.04115575088463341,,0.01724883378691544
7,-0.025514385301415032,,,0.022867138638983597,,0.011060981526229252
8,-0.05750378582160964,,,0.08069500911824434,,0.02657844647806895
9,-0.026660470787832402,,,,,0.026765859130605918
10,-0.051333620221509335,,,,,0.04525401709015897
11,-0.0054572786436546394,,,,,
12,-0.024615970713763424,,,,,
13,-0.044954263510879056,,,,,
14,-0.05409126379687512,,,,,
15,-0.06314668792820788,,,,,
16,-0.15114216779216294,,,,,
