,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-12-01,2018-02-01,2018-03-01,2018-05-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-04-01,2019-05-01,2019-07-01,2019-08-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-08-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01
0,0.03685599833786535,-0.018464409278622362,-0.016055114938288817,0.019543917995944238,0.0031657800914687284,-0.01071999510271704,-0.043876415285228454,-0.05433306697138729,0.03284830557884044,-0.02391749590360215,-0.040916513260203846,0.02864989223553982,0.013945259816289024,-0.04261599374388658,-0.029744366289949475,-0.04811170588161362,0.010489531404088037,0.0008547096383413333,0.009562790555004419,0.02403945714995448,-0.0440591541364701,-0.047826211424352505,-0.001234694545095394,0.00791351268942675,0.005080806475414867,-0.004444267560308024,-0.022490133254997602,-0.0476136150370956,0.057495361801466416,-0.005027279953823793,-0.016145245876520775,-0.014621937562626641,0.0007216163380618923,-0.02689966742395189,-0.02034372891599201,-0.025089237242468698,-0.009937063506687327,-0.020475419727363775,0.014692350285926636,-0.029820853286377735,-0.042354513627641754,0.046385854808583815,0.008625333676851366,-0.03688858649667859,-0.04356067252642616,-0.013315406368252347,-0.037809907421888944,0.03274441571345399,-0.014619843228525387,-0.06300507127978516,0.04465780205481007,0.03335567889799507,0.0061915993447656525,-0.051528027008668875,-0.018687128543551257,0.023778352706110395,0.00632869754005938,-0.002279327943173648,-0.008972454708169986,-0.03342824433003033,-0.0430277794644105,0.00163793691628622
1,0.08219009788454734,-0.018557897991600125,0.010305514674927352,0.025162745898436256,0.005009405107652465,-0.006842658745483288,-0.033303147704441205,-0.008177193249186754,0.03385768909421927,-0.01160111627312288,-0.06803253586232261,0.016626938060298357,-0.009150807781173942,-0.04038495277057552,-0.03541260294099491,,0.00822787588096352,-0.008598590053997324,0.0027894618821986406,0.024630250811018772,,,0.013719582185104162,0.022635520587066082,-0.017259735493843742,0.00707961767398313,-0.037982122695527476,,,-0.023451072881857993,-0.01589297997493988,-0.015113759806866689,0.00857810145596094,-0.037715235679386394,-0.02733860078528849,0.012072045171628965,0.013271081027203646,-0.03923915715347359,-0.01768334195908139,-0.041946591519056,-0.03330034462273623,,0.039446490715258964,-0.03608433469536054,-0.05670327809275323,-0.02906939754599236,-0.09263476919752733,0.025645526594138657,0.004438005755087904,,0.028395976671810264,0.03005970109318301,-0.010471722693989882,,-0.03452124457672756,0.015597259486230808,0.011140176915236388,0.014510015746556082,-0.01495017990919445,,-0.039941701665835216,-0.009845357026630586
2,,-0.007868021871339614,0.0008152051068006649,0.01875282067170314,-0.006271594249193879,-0.015700606883708446,0.001663346330174953,0.03720537087405207,0.03347831607423135,-0.03006541608833535,-0.08138228665707725,-0.001331979564714647,-0.004463027096004879,-0.03075696728542554,-0.0387452761690934,,-0.0017553872051609964,-0.020585208034739733,-0.01267229142333326,0.023037304840840545,,,0.029939159079631406,0.03742559889474295,-0.010961381953424443,-0.01995513542013283,,,,-0.02976822353594999,-0.0069158462124807585,-0.02417349618082998,-0.00028627587552998435,-0.03546967631823583,-0.001664164861470141,-0.03812937976279329,0.016734638232345667,-0.0791768523216505,-0.05460576591567001,-0.018122161626396016,-0.02427047795136028,,0.019588697162391977,-0.018739780602652356,-0.05877447159652928,-0.03668375161455817,,0.023083895368073204,-0.014453956810025925,,0.023589053321856124,0.024006544171809918,-0.0035518009818589213,,-0.04666777035652858,0.03452943420916643,-0.022995511333679275,0.01672708016765334,0.015019644957604106,,-0.04127590113469415,0.001914693001797474
3,,-0.020364651934504874,-0.00951073311261208,0.020048041359673086,0.012699042500092017,-0.026585514264194643,0.013882002908566449,0.03001152632677062,0.10291783559684209,-0.005552512586470382,,-0.0009583382637892157,-0.0013105514774442995,-0.019895077537909645,-0.05631736167790491,,-0.009177226821825979,0.009911706526033015,-0.025601407984743307,0.03391457148541033,,,0.02431286052248316,,-0.02215092261379281,0.00030534196234466293,,,,-0.04998180887338277,-0.0006921760116354037,-0.019733543959828737,0.025893158822186013,-0.05427548339698873,-0.010332608891786776,-0.006381114823022838,-0.00046432484646397043,,-0.05061171126146835,-0.026413446192664614,-0.02106486574192612,,0.019481224104004102,-0.030106354056485873,-0.05009328257721514,-0.06005075313302877,,0.019551366050522656,0.010734802889250883,,0.018991550743606922,0.0176242906247287,-0.00909582688690902,,,0.03477576398985849,-0.027174941614585002,0.004614593616668827,-0.004097989016221382,,-0.04257088862527958,0.01328285153581965
4,,0.0005548929916949774,0.0016595136959773882,0.0053652915796651435,0.005405325236086722,-0.028053478620998273,0.01754954451812063,0.0347399871380607,,-0.03283406027373115,,0.007220342827103821,0.0032082900966221573,-0.0013007387994534714,,,-0.007688605271063409,-0.009118452112633957,-0.016753234992315846,,,,0.01318918023915261,,-0.01899746535525315,0.011160836444590316,,,,,-0.005033349059034631,-0.024729201306723958,0.0449751614629208,-0.06292911756090303,-0.027821607448875074,0.034739750604718456,0.03612219090604318,,-0.03145649018980157,-0.019918706792307228,-0.04182069949185241,,0.020261844789058348,0.003640563785872075,-0.07017860779491049,,,0.026317189998632085,0.013889520909494024,,0.013041969389357533,0.019838299619560407,-0.012086070899849144,,,,-0.0033220720839048923,0.014422665976219662,-0.004854358043925755,,-0.03595419980294379,0.01134873761436217
5,,0.013268597425250217,0.044864466328880415,-0.0008932374191512604,0.0789748110206242,-0.028782311537162375,0.060536857739870165,-0.009326241338693642,,-0.020491200331580917,,-0.017595710215496663,0.006436236973355491,-0.006831383776306987,,,0.019054254406620785,-0.025287163846920535,-0.008376202111259001,,,,0.032328321063261,,-0.02082426380543012,0.030903359710680256,,,,,-0.026589844054739853,-0.002734972282385062,,-0.06625725604118271,-0.02242541960373634,0.0795763829244498,0.06276474855274383,,-0.04706145530173167,-0.052395722743706186,-0.05684114156880904,,0.0029755768713464192,0.0010218959257004556,,,,0.024764405767073505,0.009618751808559978,,0.025650385217581118,0.03554211289042242,-0.015496439170621823,,,,-0.014434118028367138,0.0031752989321951475,-0.017521469330304296,,-0.03331523614292431,0.006294250027429449
6,,0.0029644292050763354,0.03971839194095361,0.03347639489080523,,0.010302424644493158,,0.01863512270305323,,-0.026520412022012607,,0.008531532512824569,0.017200577103488435,-0.006416070971986487,,,0.01872745982499202,-0.027162293106434365,-0.019467025357133405,,,,0.026893386943536157,,-0.03287870680814731,0.03207263524563286,,,,,-0.015571061855252033,0.006160320059841684,,-0.05766981466103416,-0.027863681339675317,,0.051546212744139286,,-0.032996932771534926,-0.05584744761295268,-0.010324502254447143,,-0.010013220067285555,0.005043129501804078,,,,0.03568297264593667,-0.03484370966830408,,0.029929272562708054,0.021265433256016597,-0.014506878565300863,,,,-0.028905782353895404,0.02492318177642927,-0.013343785776311234,,-0.03320712395050407,0.0032065344376439597
7,,0.0076429537311337725,0.022273883826676943,,,-0.007915075402370242,,0.011851695179540656,,-0.009322436466115303,,0.03152347323797855,0.023635364165435657,0.017228648085142018,,,0.005220111502503677,-0.02875468764057798,-0.009933264519137897,,,,0.05224813420103791,,,,,,,,-0.044502839863917565,0.005731509145421754,,-0.0694225175415435,-0.017587835440870503,,-0.02999788945281967,,-0.01076096566291973,-0.07317793052609578,-0.011651672045803974,,0.006522565619984988,-0.03048441802578372,,,,,,,0.028232516606018,0.023298945654052994,-0.015698939881354512,,,,-0.022702732538961712,,-0.002832583080425888,,-0.031004591460450426,-0.0019258139669491303
8,,-0.019284249269375664,0.016485611102547093,,,-0.0609880092002264,,0.05522666588005265,,0.005608321007875006,,0.012049147045327668,0.01876987794720053,0.0159327650588883,,,-0.00200465661385385,-0.04389058423096781,-0.014991749089250828,,,,,,,,,,,,-0.042841373137048944,0.020648331262096864,,-0.06724472359572697,0.006504484625029505,,-0.048703855676969,,-0.04880495702721177,-0.094520671542073,-0.02282303584986156,,0.01459956676928087,-0.025180675281829767,,,,,,,0.03791033290247814,0.00790957926437319,-0.024949287354909977,,,,0.025885094937327935,,-0.01463426802368506,,-0.020318209829646827,-0.0028761997610387002
9,,-0.01081298382178053,0.0298696326524035,,,,,0.03465679636025021,,-0.001523524260503617,,0.005524520214322148,0.029676479855076376,-0.007021339580619346,,,0.005738046908075667,,-0.015421889139509481,,,,,,,,,,,,-0.026151778750236332,0.008312601568209121,,-0.10400624946339998,-0.019832156427997738,,0.028797915021708143,,-0.03927372782931293,-0.09720763520712361,0.00791375414299278,,0.017499692951455703,-0.034904108565920744,,,,,,,0.02978211279350962,0.00669453644978002,,,,,-0.013860492375210143,,-0.007751569149379245,,-0.020196435693899284,-0.001743949037002146
